Game,Release year,Price,Userscore,Metascore,Genre,Owners,Average playtime,Median playtime
Weird Worlds: Return to Infinite Space,2013,$4.99,62,79,adventure,303785,1.342,0.048
ENSLAVED: Odyssey to the West Premium Edition,2013,$19.99,86,70,adventure,303390,5.216,2.348
Far Cry Primal,2016,$49.99,73,74,adventure,303193,24.306,18.174
Blameless,2016,Free,85,/,adventure,302009,0.306,0.216
Home,2012,$2.99,69,69,adventure,301812,1.096,0.33
Devil May Cry 4,2009,$19.99,92,78,adventure,300234,7.036,2.21
Jazzpunk,2014,$14.99,90,75,adventure,299839,3.114,2.108
Hyper Light Drifter,2016,$19.99,94,84,adventure,298064,7.15,4.06
Memoria,2013,$19.99,92,79,adventure,295105,5.18,2.348
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014,$29.99,79,61,adventure,294316,14.03,6.27
Flesh Eaters,2016,$0.99,78,/,adventure,292738,2.252,2.21
Her Story,2015,$5.99,90,86,adventure,292146,2.348,2.126
The Night of the Rabbit,2013,$19.99,91,75,adventure,291554,6.162,3.096
Resident Evil / biohazard HD REMASTER,2015,$19.99,90,82,adventure,290173,9.018,3.054
Temper Tantrum,2015,$0.99,39,/,adventure,287215,3.12,3.078
Airscape: The Fall of Gravity,2015,$4.99,86,/,adventure,286425,2.108,1.3
The Old Tree,2015,Free,90,/,adventure,284847,2.216,0.078
King's Quest,2015,Free,88,/,adventure,283664,9.324,3.12
Assassin's Creed Syndicate,2015,$39.99,73,74,adventure,283269,30.114,19.312
Empyrion - Galactic Survival,2015,$19.99,85,/,adventure,281691,51.0,9.294
Planet Explorers,2016,$19.99,73,/,adventure,281099,13.234,3.246
Broken Sword 2 - the Smoking Mirror: Remastered,2009,$5.99,90,/,adventure,278732,5.126,2.114
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016,$49.99,77,/,adventure,277943,16.192,9.246
Betrayer,2014,$4.99,83,/,adventure,276168,3.2640000000000002,1.3479999999999999
CastleMiner Z,2014,$3.99,70,/,adventure,274984,6.078,2.126
Outland,2014,$9.99,83,83,adventure,272814,2.252,1.1320000000000001
The Cave,2013,$14.99,86,68,adventure,272223,5.048,2.234
Hector: Ep 3,2011,$19.99,95,75,adventure,271434,3.102,3.174
Hero Zero,2016,Free,72,/,adventure,271039,15.096,0.132
The Dark Eye: Chains of Satinav,2012,$19.99,87,75,adventure,270842,6.228,3.156
La-Mulana,2013,$7.49,83,80,adventure,270053,6.282,1.342
RADical ROACH Deluxe Edition,2014,$6.99,48,/,adventure,270053,3.024,1.246
A New Beginning - Final Cut,2012,$9.99,75,72,adventure,269855,5.306,2.12
Lost Castle,2016,$9.99,93,/,adventure,269855,19.024,12.036
Legacy of Kain: Defiance,2012,$6.99,89,70,adventure,268672,3.012,0.11399999999999999
60 Seconds!,2015,$9.99,78,/,adventure,267883,3.324,2.072
Damned,2014,$19.99,74,/,adventure,267686,6.036,2.138
The Slaughtering Grounds,2014,$0.99,35,/,adventure,266107,3.108,3.108
Dev Guy,2015,Free,80,/,adventure,265516,0.174,0.078
LEGO Harry Potter: Years 5-7,2012,$19.99,85,80,adventure,264727,14.282,3.3
Uncharted Waters Online: Gran Atlas,2014,Free,65,/,adventure,264529,15.198,0.186
Uncrowded,2015,Free,27,/,adventure,263346,2.21,2.15
Gemini Rue,2011,$9.99,92,82,adventure,262754,2.336,1.144
"On the Rain-Slick Precipice of Darkness, Episode One",2008,$7.99,90,/,adventure,261373,3.234,1.252
Fragile Ball,2015,$1.99,69,/,adventure,260781,3.15,3.012
TRAUMA,2011,$6.99,69,62,adventure,260584,0.306,0.084
Fingerbones,2015,Free,80,/,adventure,259992,0.132,0.10200000000000001
Sang-Froid - Tales of Werewolves,2013,$14.99,87,79,adventure,259795,3.012,1.09
I Am Alive,2012,$14.99,67,66,adventure,259203,4.006,1.33
LEGO Batman 2,2012,$19.99,87,/,adventure,259203,17.168,4.354
Ys Origin,2012,$19.99,95,76,adventure,258809,10.354,4.114
Prince of Persia,2008,$9.99,77,82,adventure,257428,4.138,1.03
Insanely Twisted Shadow Planet,2012,$14.99,89,76,adventure,256442,2.354,1.0
Dead Rising 2: Off the Record,2011,$19.99,79,66,adventure,256047,8.138,2.318
Wizorb,2012,$2.99,71,81,adventure,254863,2.096,1.072
NiGHTS into Dreams...,2012,$7.99,89,/,adventure,254272,0.348,0.10200000000000001
A Bird Story,2014,$3.99,84,66,adventure,252891,2.294,1.144
Bloody Trapland,2013,$9.99,85,/,adventure,251510,3.306,2.0
Intergalactic Bubbles,2015,$1.99,82,/,adventure,251510,4.276,3.174
RWBY: Grimm Eclipse,2016,$19.99,86,/,adventure,251115,6.288,2.342
ibb & obb,2014,$11.99,94,83,adventure,248748,3.27,2.234
Oddworld: Stranger's Wrath HD,2010,$9.99,85,/,adventure,248551,2.318,0.312
Google Earth VR,2016,Free,97,/,adventure,248157,1.3,0.144
Blades of Time,2012,$9.99,82,63,adventure,247762,4.204,1.1139999999999999
Reigns,2016,$2.99,92,77,adventure,246973,3.198,1.354
Lara Croft and the Temple of Osiris,2014,$19.99,52,73,adventure,246973,4.24,2.12
Deadly Profits,2015,$1.99,36,/,adventure,246776,5.012,4.15
LEGO Jurassic World,2015,$19.99,82,72,adventure,246578,22.336,8.318
Dreamfall Chapters,2014,$29.99,84,70,adventure,246578,12.246,5.27
LISA,2014,$9.99,95,78,adventure,246184,6.21,2.036
Medusa's Labyrinth,2016,Free,81,/,adventure,245592,0.144,0.078
Devils Share,2015,$0.99,31,/,adventure,245198,4.114,4.042
Gods Will Be Watching,2014,$9.99,72,64,adventure,243422,3.084,1.186
Forsaken Uprising,2014,$2.99,30,/,adventure,242830,3.078,3.108
ABZU,2016,$19.99,92,84,adventure,242041,2.12,1.18
Oxenfree,2016,$4.99,94,80,adventure,241252,5.192,3.282
Uriel's Chasm,2014,$4.99,16,/,adventure,240069,2.066,1.138
Ratventure Challenge,2015,$4.99,68,/,adventure,240069,2.306,2.252
Evoland 2,2015,$19.99,90,/,adventure,239674,8.33,4.03
Medieval Mercs,2015,$0.49,35,/,adventure,239674,3.258,3.174
Destiny Warriors,2015,$1.99,50,/,adventure,239477,4.102,3.18
Prince of Persia: The Sands of Time,2008,$9.99,88,89,adventure,239082,4.186,1.162
Kings Bounty: Legions,2013,Free,51,/,adventure,239082,12.186,0.22799999999999998
Edge of Space,2015,$14.99,48,/,adventure,238293,5.216,2.006
Secret Of Magia,2015,$1.99,48,/,adventure,238293,3.3,3.132
Anna - Extended Edition,2013,$9.99,66,75,adventure,236913,3.03,1.168
Deepworld,2015,Free,58,/,adventure,235926,1.306,0.192
Hack 'n' Slash,2014,$13.37,58,73,adventure,235137,1.24,0.174
Shadows on the Vatican - Act I: Greed,2014,$6.99,76,/,adventure,235137,2.126,1.06
SONIC THE HEDGEHOG 4 Episode II,2012,$9.99,81,54,adventure,234743,2.306,0.258
Assassin's Creed Rogue,2015,$19.99,83,74,adventure,234151,24.036,17.132
Shadow Warrior 2,2016,$39.99,90,78,adventure,232770,13.006,9.036
Dead Realm,2015,$14.99,72,/,adventure,232770,4.186,1.246
Shantae and the Pirate's Curse,2015,$19.99,96,/,adventure,232573,5.33,4.294
Rayman Origins,2012,$19.99,94,86,adventure,230008,8.258,2.294
Eldritch,2013,$14.99,88,77,adventure,229417,2.2279999999999998,1.09
Contrast,2013,$9.99,90,62,adventure,228628,3.132,2.186
The Legend of Korra,2014,$14.99,82,/,adventure,228430,6.174,3.042
Volgarr the Viking,2013,$9.99,86,76,adventure,226458,3.198,1.186
StarMade,2014,$14.99,74,/,adventure,226458,18.042,1.24
Nomad,2015,Free,64,/,adventure,226063,3.078,0.186
Downwell,2015,$2.99,97,81,adventure,225866,3.33,1.21
Ultimate Chicken Horse,2016,$14.99,94,/,adventure,225669,7.084,4.15
Gun Rocket,2016,$0.49,74,/,adventure,225274,3.2640000000000002,3.18
Day of the Tentacle Remastered,2016,$14.99,98,86,adventure,225077,3.246,2.336
"On the Rain-Slick Precipice of Darkness, Episode Two",2008,$7.99,85,/,adventure,224682,5.198,5.348
Shelter,2013,$9.99,86,69,adventure,224288,1.228,1.042
LEGO Batman: The Videogame,2008,$19.99,82,80,adventure,223499,8.24,1.234
The Longest Journey,2007,$9.99,94,91,adventure,223301,7.024,1.252
PARTICLE MACE,2015,$9.99,90,/,adventure,223301,2.3,2.21
ChuSingura46+1 S,2016,Free,89,/,adventure,223104,3.084,0.09
Oddworld: Munch's Oddysee,2010,$4.99,69,/,adventure,222512,2.282,1.006
TDP4:Team Battle,2015,Free,38,/,adventure,222315,1.204,0.09
HEX: Shards of Fate,2016,Free,70,87,adventure,220737,14.18,1.06
Minecraft: Story Mode - A Telltale Games Series,2015,$24.99,76,/,adventure,219751,12.132,7.126
Kuboom,2016,Free,36,/,adventure,218962,1.018,0.09
DuckTales Remastered,2013,$14.99,88,66,adventure,218764,4.21,2.138
Overture,2015,$4.99,84,76,adventure,218370,4.03,3.222
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,2009,$19.99,88,79,adventure,217778,3.138,2.348
Krater,2012,$14.99,58,52,adventure,216792,4.234,2.09
The 39 Steps,2013,$14.99,77,/,adventure,216792,2.3,2.27
The Book of Unwritten Tales,2012,$19.99,91,82,adventure,216200,8.348,5.156
Rayman Legends,2013,$29.99,94,89,adventure,214227,16.066,5.324
Kentucky Route Zero,2013,$24.99,86,81,adventure,213241,2.258,1.096
Prince of Persia: The Forgotten Sands,2010,$9.99,67,75,adventure,212846,7.3,4.0
A Valley Without Wind 2,2013,$2.99,48,68,adventure,212846,2.06,0.138
A Valley Without Wind,2012,$14.99,62,54,adventure,212846,5.138,1.186
Beyond Good & Evil,2008,$9.99,93,/,adventure,212255,4.24,1.18
Blind Trust,2016,Free,54,/,adventure,211860,0.09,0.03
Zombie Zoid,2015,$3.99,28,/,adventure,209098,4.126,3.102
Dream Of Mirror Online,2015,Free,49,/,adventure,208704,17.0,0.078
Deadly Premonition: The Director's Cut,2013,$24.99,69,59,adventure,207718,6.108,2.18
SUPER DISTRO,2015,$0.99,30,/,adventure,207520,4.024,3.276
Mechanic Escape,2014,$4.99,89,/,adventure,207126,2.078,1.012
Bloodbath Kavkaz,2015,$7.49,75,/,adventure,207126,4.156,3.024
Call of Juarez: The Cartel,2011,$9.99,52,51,adventure,205942,7.066,2.168
Melissa K. and the Heart of Gold Collector's Edition,2014,$9.99,70,/,adventure,205745,3.2279999999999998,3.18
Epic Clicker Journey,2016,Free,67,/,adventure,205351,5.252,0.23399999999999999
Shantae: Risky's Revenge - Director's Cut,2014,$9.99,91,/,adventure,204364,5.012,2.27
Agarest: Generations of War,2014,$14.99,75,45,adventure,203575,16.108,3.06
16bit Trader,2015,$0.5,36,/,adventure,202983,5.072,4.174
Scribblenauts Unmasked,2013,$19.99,83,68,adventure,202786,7.228,3.186
Ravensword: Shadowlands,2013,$6.99,46,/,adventure,202786,2.09,0.10200000000000001
From The Depths,2014,$19.99,89,/,adventure,202589,45.252,7.174
Windward,2015,$9.99,82,61,adventure,202194,10.264,4.072
Oddworld: New 'n' Tasty,2015,$4.99,91,87,adventure,201997,5.024,2.138
INK,2015,$4.99,89,68,adventure,201997,2.048,0.3
Prince of Persia: Warrior Within,2008,$9.99,87,83,adventure,201603,4.318,1.072
Prince of Persia: The Two Thrones,2008,$9.99,77,85,adventure,200616,5.048,0.324
Jurassic Park: The Game,2011,$19.99,68,54,adventure,200616,4.258,1.276
Else Heart.Break(),2015,$24.99,84,79,adventure,199827,3.162,0.258
The Witness,2016,$39.99,85,87,adventure,196079,14.096,7.234
Lumino City,2014,$9.99,92,70,adventure,196079,2.174,1.03
Stigmat,2015,$4.99,79,/,adventure,196079,2.192,2.27
Aberoth,2015,Free,59,/,adventure,195093,6.18,0.06
Jotun,2015,$14.99,84,79,adventure,194698,2.132,1.048
Anodyne,2013,$9.99,85,75,adventure,194698,3.102,1.312
Rising Angels: Reborn,2014,Free,79,/,adventure,194698,1.15,0.054
Blackguards 2,2015,$34.99,68,74,adventure,193515,8.264,3.168
The Odyssey,2015,$4.99,66,/,adventure,192923,4.162,3.186
Megabyte Punch,2013,$14.99,90,69,adventure,191542,3.246,0.282
Roguelands,2016,$9.99,85,/,adventure,191542,13.108,4.312
Castlevania: Lords of Shadow 2,2014,$39.99,83,58,adventure,191345,13.276,8.162
Galactic Hitman,2015,$1.99,25,/,adventure,191345,3.234,3.108
Edna & Harvey: The Breakout,2013,$14.99,81,/,adventure,191148,4.036,2.084
The Desolate Hope,2014,Free,94,/,adventure,190753,1.108,0.12
Wanderlust: Rebirth,2012,$4.99,51,/,adventure,190359,3.198,1.156
Osiris: New Dawn,2016,$24.99,77,/,adventure,190161,9.072,5.108
Guacamelee! Super Turbo Championship Edition,2014,$14.99,95,80,adventure,189767,5.108,2.132
Fahrenheit: Indigo Prophecy Remastered,2015,$9.99,82,/,adventure,189175,4.108,2.168
Draw a Stickman: EPIC,2013,$3.99,78,/,adventure,187400,2.078,1.0
Depth Hunter 2: Deep Dive,2014,$14.99,72,/,adventure,186413,3.114,2.0
Invisible Apartment,2015,Free,70,/,adventure,185032,0.12,0.03
The Room,2014,$4.99,97,73,adventure,184046,3.348,2.3
Robotex,2014,$4.99,33,/,adventure,182863,2.2279999999999998,2.126
Waking Mars,2012,$9.99,89,79,adventure,182468,3.042,1.042
The Fall,2014,$9.99,89,76,adventure,181284,4.0,2.276
Sinister City,2014,$0.99,67,/,adventure,180890,3.126,2.252
Voices from the Sea,2015,Free,93,/,adventure,180890,7.102,0.096
Armello,2015,$19.99,87,75,adventure,179904,14.264,6.09
Nihilumbra,2013,$7.99,91,75,adventure,179312,3.138,2.138
Among the Sleep,2014,$14.99,86,66,adventure,179115,3.216,2.102
The Chosen RPG,2016,$1.99,69,/,adventure,178128,4.06,3.15
Oceanhorn: Monster of Uncharted Seas,2015,$14.99,86,74,adventure,177339,4.2459999999999996,2.024
Frankenstein: Master of Death,2015,$0.49,85,/,adventure,176945,3.258,3.024
The Silent Age,2015,$9.99,94,/,adventure,176747,2.2279999999999998,2.066
Ampu-Tea,2014,$4.99,64,/,adventure,176353,2.276,2.18
Go! Go! Nippon! ~My First Trip to Japan~,2014,$9.99,88,/,adventure,175761,9.168,2.234
Sweet Lily Dreams,2014,$14.99,50,/,adventure,175564,2.294,1.084
Deponia: The Complete Journey,2014,$39.99,89,/,adventure,175169,11.252,5.168
Lost Planet 2,2010,$19.99,68,63,adventure,173591,8.12,2.18
Ys II,2013,$14.99,88,/,adventure,173197,5.33,2.234
Ys I,2013,$14.99,88,/,adventure,173197,4.228,2.018
Layers of Fear,2016,$19.99,93,72,adventure,172802,5.042,3.156
Fran Bow,2015,$14.99,96,70,adventure,172605,8.186,6.348
Awkward Dimensions Redux,2016,Free,81,/,adventure,172013,0.252,0.108
Kraven Manor,2014,$5.99,73,58,adventure,171619,1.03,0.11399999999999999
DRAGON BALL XENOVERSE 2,2016,$49.99,79,/,adventure,170632,38.024,27.0
Sun Blast,2015,$1.99,63,/,adventure,170238,3.132,3.0
Epic Battle Fantasy 4,2014,$11.99,98,/,adventure,169646,15.126,6.006
Despair,2015,$0.99,36,/,adventure,168265,2.234,2.132
realities,2016,Free,80,/,adventure,168068,0.12,0.06
Assassin's Creed Liberation,2014,$19.99,58,/,adventure,168068,9.234,4.264
Renowned Explorers: International Society,2015,$19.99,93,/,adventure,167673,10.084,5.048
The Tiny Bang Story,2011,$4.99,91,63,adventure,167279,5.24,4.102
One Way To Die: Steam Edition,2015,Free,56,/,adventure,166095,2.066,0.012
Tales of Maj'Eyal,2013,$6.99,95,/,adventure,166095,31.066,3.33
Broken Sword 5 - the Serpent's Curse,2013,$24.99,88,/,adventure,165109,11.234,10.132
theHunter: Primal,2015,$9.99,61,49,adventure,164714,15.144,3.216
Deep Dungeons of Doom,2014,$4.99,86,/,adventure,164714,2.18,1.258
Merchants of Kaidan,2014,$1.49,68,/,adventure,163925,6.078,6.114
The Walking Dead: Michonne,2016,$14.99,78,/,adventure,163531,4.168,4.072
Escape the Game: Intro,2016,Free,86,/,adventure,162347,0.12,0.066
The Journey Down: Chapter One,2013,$8.99,89,72,adventure,162150,2.282,2.12
Ys: The Oath in Felghana,2012,$14.99,95,73,adventure,161755,8.198,3.144
Apotheon,2015,$14.99,91,78,adventure,161558,3.306,1.186
Sam & Max 101: Culture Shock,2007,Free,85,/,adventure,161558,2.222,2.048
This Is the Police,2016,$14.99,88,/,adventure,161361,10.084,5.264
Ragnarok Clicker,2016,Free,70,/,adventure,161361,58.234,2.282
Strong Bad Episode 1: Homestar Ruiner,2008,$19.99,92,82,adventure,160769,2.006,1.096
Waltz of the Wizard,2016,Free,99,/,adventure,160769,1.21,0.198
One Manga Day,2015,Free,57,/,adventure,160769,0.258,0.054
DISTRAINT,2015,$4.99,95,76,adventure,160572,2.336,3.0
Super Mustache,2016,$0.49,77,/,adventure,160375,2.288,2.312
Survivalist,2015,$4.99,81,/,adventure,160375,12.198,1.138
Incredipede,2013,$9.99,74,74,adventure,160177,1.018,0.156
Hektor,2015,$0.99,65,55,adventure,160177,3.156,3.072
The Misadventures of P.B. Winterbottom,2010,$4.99,90,79,adventure,159191,1.192,0.23399999999999999
Dynamite Jack,2012,$9.99,87,/,adventure,158994,0.324,0.072
The Incredible Adventures of Van Helsing: Final Cut,2015,$44.99,67,79,adventure,158007,13.354,4.078
bit Dungeon II,2014,$3.99,81,/,adventure,157810,3.066,1.342
Indiana Jones and the Fate of Atlantis,2009,$5.99,96,/,adventure,157416,8.24,2.072
Minds Eyes,2016,Free,69,/,adventure,156232,0.348,0.096
Soul Gambler,2014,$0.49,87,/,adventure,155443,3.102,2.12
Bionic Commando,2009,$9.99,75,69,adventure,155246,3.252,1.024
Yesterday,2012,$9.99,85,/,adventure,154457,4.24,2.21
The Void,2009,$9.99,83,77,adventure,153273,2.3,0.294
New kind of adventure,2015,$0.49,41,/,adventure,153273,3.084,2.2640000000000002
Neighbours from Hell,2013,$9.99,96,69,adventure,152879,2.024,0.336
Space Rangers HD: A War Apart,2013,$14.99,95,68,adventure,152681,50.258,9.03
Nikopol: Secrets of the Immortals,2009,$4.99,58,68,adventure,152681,1.258,0.162
Wyatt Derp,2016,$0.99,27,/,adventure,152090,3.132,3.108
The Novelist,2013,$14.99,78,66,adventure,150906,2.042,1.1139999999999999
Written in the Sky,2015,Free,78,/,adventure,150314,0.27,0.096
Sins Of The Demon,2016,$1.99,86,/,adventure,149525,3.168,3.102
The Flame in the Flood,2016,$14.99,82,73,adventure,148736,4.102,1.24
Lucent Heart F2P MMO,2016,Free,50,/,adventure,148736,2.102,0.096
Dreamfall: The Longest Journey,2007,$19.99,87,75,adventure,148342,7.33,4.228
Broken Sword 3 - the Sleeping Dragon,2009,$5.99,51,82,adventure,148144,4.03,1.282
Make it indie!,2015,$0.99,41,/,adventure,147750,3.318,3.102
Journey of a Roach,2013,$14.99,88,65,adventure,147553,2.186,1.264
NOT A HERO,2015,$12.99,87,75,adventure,147158,2.21,0.348
Homefront: The Revolution,2016,$39.99,49,54,adventure,147158,13.222,7.288
The Cat Lady,2013,$9.99,93,81,adventure,146961,5.258,2.174
Beholder,2016,$9.99,92,76,adventure,146961,5.114,3.2640000000000002
Rolling Sun,2015,$4.99,52,/,adventure,146961,3.2279999999999998,3.132
Violett,2013,$0.99,61,61,adventure,146763,3.132,3.018
Close Your Eyes,2015,Free,87,/,adventure,145383,1.012,0.12
Retention,2015,$0.99,33,/,adventure,144594,3.06,3.108
"I Have No Mouth, and I Must Scream",2013,$5.99,87,/,adventure,144594,2.084,1.072
Half dead,2016,$1.99,85,/,adventure,144199,1.228,0.354
Lego Star Wars 3: The Clone Wars,2011,$19.99,86,76,adventure,143805,19.0,6.222
Another World,2013,$9.99,86,/,adventure,143805,1.084,0.252
Battle Ranch,2015,$1.99,52,/,adventure,143805,4.318,3.168
Super Amazing Wagon Adventure,2013,$2.99,94,/,adventure,143213,2.096,0.318
The Blackwell Legacy,2012,$4.99,89,80,adventure,142621,3.12,2.168
Sometimes: Success Requires Sacrifice,2015,$0.99,81,/,adventure,142424,3.054,2.318
Jet Gunner,2014,$0.99,78,/,adventure,142226,2.234,1.09
Anoxemia,2015,$3.99,76,/,adventure,142029,4.282,4.138
The Amazing Spider-Man,2012,$39.99,72,/,adventure,141832,13.042,7.024
Sherlock Holmes: The Mystery of The Mummy,2009,Free,26,61,adventure,141043,1.21,0.10200000000000001
Princess.Loot.Pixel.Again,2016,$4.99,76,/,adventure,141043,5.024,4.228
Year Walk,2014,$5.99,94,87,adventure,140648,1.27,1.024
The Cubicle,2016,Free,87,/,adventure,140451,0.06,0.036
Lost Lands: A Hidden Object Adventure,2015,Free,89,/,adventure,140057,16.144,0.18
Data Hacker: Initiation,2014,$2.99,71,/,adventure,140057,3.174,0.22799999999999998
Learn Japanese To Survive - Hiragana Battle,2016,$6.99,95,/,adventure,139859,2.084,0.23399999999999999
Princess Remedy in a World of Hurt,2016,Free,98,/,adventure,139859,7.072,0.264
Space Pilgrim Episode One: Alpha Centauri,2015,$1.99,89,/,adventure,139662,3.216,3.15
FarSky,2014,$9.99,72,/,adventure,139465,6.0,2.246
Deponia Doomsday,2016,$29.99,88,76,adventure,139070,9.03,8.066
Survival: Postapocalypse Now,2015,$2.49,57,/,adventure,138873,7.258,2.03
"Kivi, Toilet and Shotgun",2016,$0.49,53,/,adventure,138478,3.042,3.012
Resident Evil 0 / biohazard 0 HD REMASTER,2016,$19.99,89,/,adventure,138084,7.312,4.036
SC2VN - The eSports Visual Novel,2015,Free,93,/,adventure,137887,9.156,0.144
SanctuaryRPG: Black Edition,2015,$7.99,95,/,adventure,137689,5.084,2.33
Uncanny Valley,2015,$9.99,73,67,adventure,137492,2.318,1.294
Vengeance Road,2016,$1.99,74,/,adventure,137098,3.132,3.066
ADR1FT,2016,$19.99,60,64,adventure,136900,1.276,0.24
LEGO® STAR WARS™: The Force Awakens,2016,$39.99,80,/,adventure,136900,14.06,8.006
Ittle Dew,2013,$9.99,94,67,adventure,136506,4.24,2.084
Tyranny,2016,$44.99,88,80,adventure,135519,24.126,14.216
Bloodwood Reload,2015,Free,34,/,adventure,135322,0.126,0.054
Angry Video Game Nerd Adventures,2013,$9.99,89,77,adventure,135125,4.042,2.054
The Witcher Adventure Game,2014,$9.99,79,68,adventure,134533,3.318,0.22799999999999998
Kairo,2013,$0.99,74,76,adventure,134336,2.066,0.348
Monster Loves You!,2013,$9.99,77,/,adventure,134336,2.09,1.174
Paranormal Psychosis,2016,$0.99,32,/,adventure,134139,3.192,3.108
Runaway: A Road Adventure,2007,$9.99,73,74,adventure,133941,6.21,2.3
Enforcer: Police Crime Action,2014,$19.99,54,/,adventure,133547,6.0,4.03
The Dig,2009,$5.99,93,/,adventure,133547,4.258,1.288
Elisa: The Innkeeper - Prequel,2016,Free,79,/,adventure,133350,0.198,0.096
The Baconing,2011,$14.99,78,63,adventure,132758,3.048,0.24
Frosty Kiss,2016,Free,87,/,adventure,132758,9.156,0.10200000000000001
Space Hulk: Deathwing,2016,$39.99,47,59,adventure,131180,6.108,3.3
Immune,2015,$0.99,60,/,adventure,130588,2.3,0.21
Delver,2013,$7.99,88,/,adventure,130588,2.168,1.108
Kalonline,2016,Free,51,/,adventure,130193,54.258,0.10200000000000001
Dropsy,2015,$9.99,95,80,adventure,129996,2.216,1.042
Dungeons & Dragons: Chronicles of Mystara,2013,$14.99,81,/,adventure,129996,2.246,1.186
Secrets of Grindea,2015,$14.99,95,/,adventure,129404,13.12,8.306
Space Quest Collection,2009,$19.99,74,/,adventure,129207,6.324,0.192
Electric Highways,2015,Free,89,/,adventure,128813,0.168,0.072
Insecticide Part 1,2008,$1.99,74,65,adventure,128024,0.312,0.078
HomeBehind,2016,$5.99,90,/,adventure,128024,13.036,8.282
Deadfall Adventures,2013,$19.99,71,53,adventure,127826,6.018,3.234
The Walking Dead: A New Frontier,2016,$24.99,85,/,adventure,126248,3.204,2.3
Sherlock Holmes: Crimes and Punishments,2014,$29.99,92,77,adventure,125854,12.084,10.0
Batman - The Telltale Series,2016,$24.99,73,/,adventure,125656,7.324,6.162
The Dream Machine,2012,$3.99,93,77,adventure,125459,5.042,2.282
Windosill,2009,$2.99,90,/,adventure,125459,1.216,0.216
Black Rose,2016,Free,84,/,adventure,125262,0.324,0.096
Miasmata,2012,$14.99,79,76,adventure,125065,3.06,0.336
Russian Horror Story,2015,$7.99,60,/,adventure,124867,2.186,2.222
Runaway: The Dream of the Turtle,2007,$9.99,60,/,adventure,124670,11.0,3.3
1954 Alcatraz,2014,$19.99,74,/,adventure,124276,3.084,1.324
VA-11 HALL-A,2016,$14.99,98,/,adventure,123684,8.024,4.354
Runaway: A Twist of Fate,2011,$9.99,88,79,adventure,123486,6.138,6.198
PRICE,2016,Free,96,/,adventure,123486,0.336,0.282
Sonic Lost World,2015,$29.99,67,/,adventure,123486,3.24,0.258
Fairytales: Three Heroes,2015,$4.99,78,/,adventure,123289,4.198,4.096
Loom,2009,$5.99,89,/,adventure,122895,2.042,0.216
Assassins Creed Chronicles: China,2015,$9.99,72,/,adventure,122895,4.072,1.27
Atonement: Scourge of Time,2015,$8.99,76,/,adventure,122697,5.06,4.204
Blackwell Unbound,2012,$4.99,95,/,adventure,122303,2.354,2.06
Jolly Rover,2010,$9.99,88,71,adventure,121908,2.216,0.34199999999999997
Port of Call,2015,Free,91,/,adventure,121908,9.012,0.162
Blackwell Convergence,2012,$4.99,95,/,adventure,121514,3.108,2.066
Wizardry 8,2013,$9.99,94,85,adventure,121119,14.324,1.168
Bardbarian,2014,$7.99,90,/,adventure,120922,3.252,1.354
Maui,2016,Free,47,/,adventure,120725,0.09,0.03
Assassin's Creed Freedom Cry,2014,$14.99,76,/,adventure,120528,6.252,4.12
Escape Machines,2015,$0.49,43,/,adventure,119738,2.3,2.252
The Path,2009,$9.99,75,79,adventure,119541,2.096,1.042
Hero of the Kingdom,2013,$0.59,91,/,adventure,119541,3.252,3.108
Scrap Garden - The Day Before,2016,Free,78,/,adventure,119344,0.21,0.10200000000000001
ICEY,2016,$10.99,94,88,adventure,119147,3.33,2.162
Two Brothers,2013,Free,28,57,adventure,118949,0.156,0.036
Sam & Max 104: Abe Lincoln Must Die!,2007,Free,84,/,adventure,118949,2.15,1.162
Marlow Briggs,2013,$4.99,92,/,adventure,118949,2.234,1.012
The Deed,2015,$0.49,92,/,adventure,118752,3.072,3.084
Gold Rush! Classic,2014,$5.99,75,/,adventure,118160,3.222,3.2279999999999998
Icewind Dale: Enhanced Edition,2014,$19.99,86,80,adventure,117766,24.132,6.354
Runespell: Overture,2011,$9.99,77,69,adventure,117766,4.156,2.096
Data Hacker: Reboot,2015,$4.99,64,/,adventure,117569,3.3,3.174
Silver Creek Falls - Chapter 1,2015,Free,90,/,adventure,117569,0.264,0.192
Black Mirror,2014,$9.99,77,/,adventure,117569,6.048,0.3
Primordia,2012,$9.99,97,72,adventure,117174,4.096,3.018
Read Only Memories,2015,$19.99,90,/,adventure,117174,4.012,2.312
Doc Clock: The Toasted Sandwich of Time,2010,$4.99,41,62,adventure,116977,1.084,0.126
Shattered Haven,2013,$0.99,27,59,adventure,116977,0.258,0.054
Indiana Jones and the Last Crusade,2009,$5.99,75,/,adventure,116977,2.354,0.10200000000000001
Helmet Heroes,2016,Free,38,/,adventure,116977,1.342,0.10200000000000001
Deathtrap,2015,$19.99,84,77,adventure,116780,13.246,4.234
Neverending Nightmares,2014,$14.99,75,68,adventure,116780,2.132,2.006
Mind: Path to Thalamus,2014,$8.99,73,75,adventure,116385,3.108,2.054
Between Me and The Night,2016,$14.99,81,62,adventure,116385,4.012,4.15
