Game,Release year,Price,Userscore,Metascore,Genre,Owners,Average playtime,Median playtime
Helicopter Simulator 2014: Search and Rescue,2014,$6.99,30,/,simulation,55234,1.1320000000000001,0.12
Life is Feudal: Forest Village,2016,$24.99,71,/,simulation,55036,15.27,5.156
Pixel Puzzles 2: Birds,2015,$9.99,78,/,simulation,54642,18.186,3.3
Warehouse and Logistics Simulator,2014,$9.99,39,/,simulation,54445,0.27,0.12
Jalopy,2016,$12.99,83,/,simulation,54247,6.33,3.162
Hegemony Rome: The Rise of Caesar,2014,$19.99,64,/,simulation,54247,22.138,2.258
Children of the Nile,2008,$7.99,81,75,simulation,54050,13.342,2.162
Redshirt,2013,$9.99,41,62,simulation,52669,2.354,1.168
Silent Hunter: Wolves of the Pacific U-Boat Missions,2008,$9.99,77,/,simulation,52472,28.21,3.312
Industry Giant 2,2015,$9.99,80,/,simulation,52472,17.084,4.2459999999999996
Restaurant Empire II,2009,$4.99,58,64,simulation,51880,11.354,2.018
Blueprint Tycoon,2016,$2.99,81,/,simulation,51486,3.126,1.156
Rebuild 3: Gangs of Deadsville,2015,$14.99,88,75,simulation,50499,22.276,12.096
Towtruck Simulator 2015,2014,$9.99,16,/,simulation,50105,0.264,0.096
Bridge It (plus),2013,$6.99,66,/,simulation,49513,2.234,1.042
Welcome to the Game,2016,$1.99,82,/,simulation,49513,1.342,1.03
Sunrider Academy,2015,$9.99,87,/,simulation,49513,10.246,5.174
M.U.D. TV,2010,$9.99,44,53,simulation,49316,4.204,2.048
Hotel Giant 2,2010,$7.99,36,58,simulation,49118,6.234,0.216
Parkitect,2016,$17.99,89,/,simulation,49118,8.21,3.09
Blue Rose,2015,$19.99,66,/,simulation,48921,4.114,3.21
Orwell,2016,$9.99,93,76,simulation,48724,4.054,3.162
Make America Great Again: The Trump Presidency,2016,$2.24,90,/,simulation,48724,2.042,1.21
Hunting Unlimited 2010,2009,$9.99,76,/,simulation,48132,6.312,2.042
The Golf Club,2014,$29.99,63,70,simulation,47738,27.216,5.102
FLYING TIGERS: SHADOWS OVER CHINA,2015,$15.99,77,/,simulation,47738,3.33,3.024
18 Wheels of Steel: Extreme Trucker,2009,$9.99,68,/,simulation,47738,4.012,1.126
IL-2 Sturmovik: Battle of Stalingrad,2014,$49.99,72,74,simulation,47146,38.036,6.09
Agricultural Simulator 2011: Extended Edition,2011,$3.99,49,/,simulation,46949,2.144,0.12
Democracy 2,2012,$19.99,53,/,simulation,45962,4.294,2.018
MXGP - The Official Motocross Videogame,2014,$19.99,78,/,simulation,45962,22.354,5.306
SHENZHEN I/O,2016,$14.99,97,/,simulation,45962,11.15,5.03
Basement,2015,$8.99,86,/,simulation,45765,7.084,3.084
Firefighters 2014,2014,$19.99,57,/,simulation,45568,11.18,7.114
Doodle God,2015,$5.99,74,/,simulation,45370,4.012,2.354
Battleplan: American Civil War,2014,$9.99,61,66,simulation,45173,2.012,1.102
Showtime!,2014,$5.99,66,/,simulation,44976,5.264,3.234
Roommates,2014,$24.99,78,/,simulation,44976,4.222,2.252
Wildlife Park 2,2014,$6.99,70,/,simulation,44779,10.084,3.096
European Ship Simulator,2016,$19.99,42,/,simulation,44384,4.114,1.282
Construction Machines 2014,2014,$6.99,10,/,simulation,44187,0.354,0.084
Farm Machines Championships 2014,2014,Free,40,/,simulation,43990,1.048,0.222
Yu-Gi-Oh! Legacy of the Duelist,2016,$19.99,90,/,simulation,43990,25.27,11.246
Super Star,2016,$1.99,82,/,simulation,43595,2.2640000000000002,2.018
Retro-Pixel Castles,2014,$9.99,88,/,simulation,43398,5.294,2.006
Paranormal,2013,$9.99,70,/,simulation,43201,2.048,1.234
Pre-Civilization Marble Age,2015,$5.99,86,/,simulation,43003,8.078,3.204
GoD Factory: Wingmen,2014,$19.99,71,76,simulation,42806,6.048,1.228
Pro Cycling Manager 2016,2016,$29.99,54,64,simulation,42806,75.342,44.012
"Hot Dogs, Horseshoes & Hand Grenades",2016,$19.99,95,/,simulation,42806,4.234,2.336
Super Duper Party Pooper,2016,$0.99,88,40,simulation,42411,3.234,4.036
Seven Kingdoms 2 HD,2015,$3.99,80,/,simulation,42411,12.102,0.27
Twilight Struggle,2016,$14.99,84,/,simulation,42411,25.072,5.252
Space Pirates and Zombies 2,2016,$19.99,83,/,simulation,42411,17.18,9.132
RIDE: Game,2015,$9.99,72,68,simulation,41425,21.036,9.33
Final Approach,2016,$14.99,94,/,simulation,41228,1.1320000000000001,0.252
Pandora: First Contact,2014,$29.99,65,68,simulation,41031,15.036,5.138
My Name is Mayo,2016,$0.99,82,/,simulation,41031,1.264,0.294
Making History II: The War of the World,2010,$14.99,78,38,simulation,40636,53.186,5.228
Holopoint,2016,$14.99,94,/,simulation,40636,2.054,0.318
"7,62 High Calibre",2014,$4.99,75,/,simulation,40636,7.348,2.162
Kitty Powers' Matchmaker,2015,$9.99,94,/,simulation,40636,12.162,7.078
Homebrew - Vehicle Sandbox,2014,$17.99,70,/,simulation,40636,5.354,1.096
The Curious Expedition,2016,$14.99,88,74,simulation,40439,9.126,4.204
Victory At Sea,2014,$24.99,76,/,simulation,40439,24.306,4.156
The Tomorrow War,2014,$2.99,48,/,simulation,39650,3.018,2.06
Luxuria Superbia,2014,$6.99,74,/,simulation,39650,0.198,0.048
rFactor,2015,$24.99,90,/,simulation,39453,10.24,1.078
Cat Goes Fishing,2015,$6.99,92,/,simulation,39255,7.294,4.0
Sparkle ZERO,2016,$4.99,54,/,simulation,39255,3.15,3.102
Lords of Football,2013,$14.99,48,52,simulation,38861,6.036,1.288
Pool Nation VR,2016,$19.99,95,/,simulation,38861,2.234,0.288
World Ship Simulator,2016,$19.99,25,/,simulation,38861,1.096,0.12
Sid Meier's Colonization (Classic),2014,$6.99,88,/,simulation,38663,22.21,8.186
Block'hood,2016,$9.99,81,/,simulation,38466,2.288,1.054
Air Guardians,2015,$2.99,52,/,simulation,38269,0.186,0.10200000000000001
Wildlife Park 2 - Fantasy,2014,$0.99,44,/,simulation,38072,1.108,0.048
X-note,2015,$19.99,86,/,simulation,38072,2.348,2.33
911: First Responders,2014,$4.99,85,/,simulation,37874,15.21,3.246
Catlateral Damage,2015,$9.99,91,/,simulation,37677,3.108,0.33
Empire TV Tycoon,2015,$9.99,78,/,simulation,37677,4.3,1.282
Farming Giant,2013,$9.99,19,/,simulation,37677,3.138,0.084
Bus-Simulator 2012,2013,$9.99,34,/,simulation,37480,7.066,3.078
Space Colony,2015,$14.99,73,74,simulation,36691,6.27,2.162
Onward,2016,$24.99,92,/,simulation,36296,9.162,2.258
Jane's Advanced Strike Fighters,2012,$9.99,28,/,simulation,35705,2.162,0.198
Cosmic Sugar VR,2016,Free,97,/,simulation,35705,0.11399999999999999,0.03
Mining & Tunneling Simulator,2014,$9.99,21,/,simulation,35507,0.264,0.09
hack_me,2017,$3.99,73,/,simulation,35310,2.03,1.174
Quantum Rush Champions,2014,$9.99,57,/,simulation,35310,4.126,4.132
ä¾ å®¢é£Žäº‘ä¼ (Tale of Wuxia),2016,$16.99,77,/,simulation,35113,40.258,23.198
Riptide GP2,2014,$6.99,89,/,simulation,34916,3.024,1.204
Crash Drive 2,2015,$4.99,84,/,simulation,34521,2.27,1.246
Lightsaber VR,2016,$3.99,86,/,simulation,34521,1.096,0.192
New Star Soccer 5,2012,$14.99,64,/,simulation,34521,10.18,4.138
Magical Otoge Ciel,2016,Free,94,/,simulation,33929,2.276,0.276
Farm for your Life,2014,$9.99,80,/,simulation,33929,7.138,3.342
ZenBlade,2016,$14.99,85,/,simulation,33929,2.204,1.066
Fernbus Simulator,2016,$34.99,48,/,simulation,33732,10.174,4.12
Liftoff,2015,$19.99,81,/,simulation,33732,20.228,6.078
0RBITALIS,2015,$9.99,72,73,simulation,33535,1.336,0.276
Transport Giant,2014,$9.99,39,/,simulation,33337,15.072,2.246
Beyond Space,2014,$4.99,38,/,simulation,33337,1.312,1.12
Smooth Operators,2014,$2.99,73,/,simulation,33337,3.174,1.354
Pro Gamer Manager,2016,$12.99,55,/,simulation,33140,9.144,5.144
Vector Thrust,2015,$24.99,63,57,simulation,32943,5.114,1.12
MotoGP13,2013,$19.99,73,/,simulation,32943,14.342,4.078
Modbox,2016,$19.99,92,/,simulation,32943,2.18,0.186
Governor of Poker 2: Premium Edition,2010,$14.99,84,/,simulation,32943,30.228,11.306
Automobilista,2016,$39.99,87,/,simulation,32746,25.228,5.348
House of the Dying Sun,2016,$19.99,89,76,simulation,32351,1.354,1.036
Maia,2013,$24.99,47,/,simulation,32154,4.3,0.3
Bientt l't,2013,$9.99,46,62,simulation,31957,34.33,0.12
SimpleRockets,2015,$7.99,87,/,simulation,31957,4.234,3.126
Feed and Grow: Fish,2016,$14.99,75,/,simulation,31957,12.084,4.108
Street Legal Racing: Redline v2.3.1,2016,$9.99,81,/,simulation,31759,12.204,6.168
8-Bit Hordes,2016,$14.99,84,/,simulation,31759,3.15,1.24
Life is Hard,2015,$8.99,72,/,simulation,31562,3.204,3.03
RPG Tycoon,2016,$9.99,65,/,simulation,31562,2.12,1.1139999999999999
Valhalla Hills,2015,$29.99,66,69,simulation,31365,8.042,3.006
VoidExpanse,2015,$14.99,67,59,simulation,31168,13.21,5.288
The Sandbox,2015,$4.99,63,/,simulation,31168,12.324,3.198
Atlantic Fleet,2016,$9.99,85,/,simulation,31168,21.222,3.0
rFactor 2,2015,$31.99,75,/,simulation,31168,44.15,12.186
Codename: Panzers - Cold War,2009,$14.99,60,/,simulation,30970,9.096,1.27
Roller Coaster Rampage,2012,$9.99,57,/,simulation,30773,1.246,0.126
Pro Cycling Manager 2013,2013,$9.99,71,/,simulation,30773,71.18,12.078
House of Caravan,2015,$4.99,72,/,simulation,30576,2.21,2.036
Wings! Remastered Edition,2014,$14.99,80,61,simulation,30378,3.156,2.006
The Last Leviathan,2016,$9.99,87,/,simulation,30181,4.2459999999999996,1.198
Pro Cycling Manager 2014,2014,$9.99,67,/,simulation,29984,79.282,26.168
A.I.M.2 Clan Wars,2014,$2.99,81,/,simulation,29589,11.18,5.18
City Car Driving,2016,$24.99,72,/,simulation,29195,6.354,3.06
Pole Position 2012,2012,$5.99,11,/,simulation,29195,6.12,1.222
Fruit Ninja VR,2016,$14.99,92,/,simulation,28998,4.162,1.084
Stock Car Extreme,2015,$9.99,88,/,simulation,28998,24.306,4.108
The Dweller,2016,$4.99,97,/,simulation,28800,2.324,2.288
Envy the Dead,2016,$4.99,70,/,simulation,28603,3.09,3.102
Angels Fall First,2015,$17.99,79,/,simulation,28603,4.264,1.174
Panzer Tactics HD,2014,$9.99,71,69,simulation,28406,21.162,5.354
Ultimate General: Civil War,2016,$29.99,93,/,simulation,28011,32.048,13.24
Among the Heavens,2015,$2.99,86,/,simulation,28011,4.216,3.192
Smugglers 5,2014,$9.99,59,/,simulation,27617,10.342,4.216
Air Conflicts: Vietnam,2013,$17.99,26,43,simulation,27420,2.222,0.288
Asphyxia,2015,$5.99,75,/,simulation,27420,4.18,3.24
Demolition Company Gold,2011,$9.99,82,/,simulation,27420,8.288,3.348
Grass Simulator,2015,$4.99,51,/,simulation,27420,1.33,0.306
TransOcean 2: Rivals,2016,$24.99,41,69,simulation,27222,21.072,7.312
Battlestation: Harbinger,2016,$9.99,81,/,simulation,27222,13.006,5.036
Echelon,2014,$3.99,43,70,simulation,27025,3.24,3.114
MiniDrivers,2015,$5.99,62,/,simulation,27025,4.198,4.084
Habitat,2016,$14.99,55,/,simulation,26828,4.114,1.0
Supreme Ruler 1936,2014,$19.99,74,/,simulation,26630,35.072,10.078
Salvation Prophecy,2013,$19.99,65,/,simulation,26630,2.33,1.072
The Graveyard,2009,$4.99,63,/,simulation,26433,62.33,0.072
City Life 2008,2008,$9.99,59,/,simulation,26433,8.168,2.204
The Dolls,2016,$4.99,53,/,simulation,26236,2.282,2.2279999999999998
Infectonator : Survivors,2016,$11.99,69,/,simulation,26039,7.174,3.09
Pharaoh + Cleopatra,2016,$9.99,85,/,simulation,25841,9.318,1.186
Dead In Bermuda,2015,$14.99,81,/,simulation,25841,5.264,4.066
Ski Region Simulator,2014,$9.99,74,/,simulation,25841,12.006,2.288
it's always monday,2016,Free,80,/,simulation,25841,0.186,0.12
Sid Meier's Covert Action (Classic),2014,$6.99,89,/,simulation,25841,2.114,0.108
Lethis - Path of Progress,2015,$19.99,76,65,simulation,25644,10.294,4.294
Hyper color ball,2016,$0.49,55,/,simulation,25644,3.036,3.072
Flashout 2,2014,$4.99,61,/,simulation,25644,1.09,0.15
DIG IT! - A Digger Simulator,2014,$17.99,58,/,simulation,25644,9.048,2.33
Super Duper Flying Genocide 2017,2016,$0.99,69,/,simulation,25447,2.078,2.132
ROD: Revolt Of Defense,2016,$0.99,82,/,simulation,25052,1.3479999999999999,0.33
Urban Empire,2017,$39.99,52,/,simulation,24855,4.24,3.186
Supreme Ruler Ultimate,2014,$29.99,75,/,simulation,24855,43.312,9.222
"Once Bitten, Twice Dead!",2015,$4.99,17,/,simulation,24855,3.288,4.012
Summer Sale,2016,$0.99,58,/,simulation,24658,2.306,2.252
Close Combat - Gateway to Caen,2014,$39.99,66,/,simulation,24461,20.33,5.252
Our Love Will Grow,2015,$4.99,72,/,simulation,24461,3.108,3.036
Project Freedom,2009,$2.99,68,/,simulation,24461,2.3,1.042
Into the Stars,2016,$19.99,51,61,simulation,24263,3.27,1.042
Planar Conquest,2016,$19.99,49,53,simulation,24263,15.288,4.072
Dungeon Journey,2016,$1.99,84,/,simulation,24263,5.234,4.24
Apollo 11 VR,2016,$9.69,87,/,simulation,23869,1.288,1.054
Void Destroyer,2015,$12.99,70,/,simulation,23869,4.21,0.33
Home Design 3D,2015,$9.99,60,/,simulation,23869,2.138,0.252
Domestic Dog Simulator,2015,$2.99,79,/,simulation,23869,2.246,1.1320000000000001
Ship Simulator: Maritime Search and Rescue,2014,$17.99,50,/,simulation,23672,5.306,2.18
Microcosmum: survival of cells,2015,$7.99,70,/,simulation,23672,5.282,3.072
MotoGP15,2015,$39.99,75,/,simulation,23474,23.036,6.354
Starpoint Gemini Warlords,2016,$16.74,78,/,simulation,23474,11.354,2.108
Mad Riders,2012,$9.99,88,/,simulation,23474,2.036,1.03
Pro Cycling Manager 2012,2012,$9.99,74,/,simulation,23474,45.216,8.126
Reach for the Sun,2013,$4.99,69,/,simulation,23474,2.024,1.15
Autocraft,2014,$9.99,67,/,simulation,23277,6.288,2.162
Ride 'em Low,2013,$4.99,48,/,simulation,23080,1.186,0.222
Interstellaria,2015,$9.99,66,/,simulation,23080,6.168,3.024
World Basketball Manager 2010,2010,$4.99,35,/,simulation,22882,0.18,0.09
Dead Age,2016,$14.99,85,/,simulation,22882,4.228,1.3
Carnivores: Dinosaur Hunter Reborn,2015,$14.99,79,/,simulation,22882,5.336,3.18
Sophie's Curse,2016,$4.99,90,/,simulation,22882,2.018,1.324
Taxi,2014,$4.99,50,/,simulation,22882,1.21,0.24599999999999997
Notruf 112,2016,$34.99,55,/,simulation,22685,9.198,6.09
Zotrix,2015,$12.99,65,/,simulation,22685,4.168,3.2640000000000002
A Chair in a Room: Greenwater,2016,$24.99,91,/,simulation,22488,3.174,2.024
Ant War: Domination,2015,$2.99,55,/,simulation,22488,4.042,2.108
Tycoon City: New York,2008,$9.99,37,67,simulation,22291,7.168,2.036
World of Diving,2014,$19.99,67,/,simulation,22291,3.072,1.258
Qvadriga,2014,$19.99,79,72,simulation,22093,8.342,4.2459999999999996
NoLimits 2 Roller Coaster Simulation,2014,$39.99,90,/,simulation,22093,39.108,2.132
Sol 0: Mars Colonization,2016,$5.99,71,/,simulation,22093,13.018,4.072
The Spatials,2015,$9.99,76,/,simulation,21896,13.132,4.048
STAR-BOX: RPG Adventures in Space!,2015,$4.99,50,/,simulation,21896,4.114,4.162
MXGP2 â€“ The Official Motocross Videogame,2016,$49.99,73,/,simulation,21896,33.042,13.024
Lucy -The Eternity She Wished For-,2016,$9.99,96,/,simulation,21896,5.0,3.306
CrazyCars3D,2016,$2.99,69,/,simulation,21896,2.324,3.108
Sky Rogue,2015,$9.99,93,/,simulation,21699,4.084,2.006
The Oil Blue,2015,$4.99,70,/,simulation,21699,3.33,3.114
The Inverted Evolution,2016,$4.99,47,/,simulation,21699,2.336,2.192
Niche - a genetics survival game,2016,$18.99,92,/,simulation,21502,9.204,3.3
Tachyon: The Fringe,2009,$9.99,95,/,simulation,21502,6.288,1.126
Selfie: Sisters of the Amniotic Lens,2015,$4.99,77,/,simulation,21304,3.042,3.102
Autobahn Police Simulator,2015,$19.99,36,/,simulation,21107,7.084,4.084
Interstellar Rift,2015,$14.99,82,/,simulation,21107,12.222,3.144
Richie's Plank Experience,2016,$7.99,94,/,simulation,20910,2.06,0.33
MX vs. ATV Unleashed,2015,$9.99,66,71,simulation,20713,2.198,0.258
Clockwork Empires,2016,$29.99,63,58,simulation,20713,18.222,6.126
Force of Nature,2016,$7.99,80,/,simulation,20713,9.252,4.228
Professional Lumberjack 2015,2015,$19.99,16,/,simulation,20713,2.312,0.264
Bad Rats Show,2016,$4.99,86,/,simulation,20713,2.258,1.354
Feel The Snow,2016,$8.99,92,/,simulation,20713,5.126,2.2279999999999998
Waste Walkers,2015,$9.99,88,/,simulation,20515,3.156,2.348
Hegemony III: Clash of the Ancients,2015,$29.99,76,/,simulation,20515,46.132,8.006
The Battle of Sol,2015,$9.99,67,/,simulation,20515,1.078,0.312
Predator Simulator,2015,$2.99,44,/,simulation,20515,0.20400000000000001,0.24
Ascent - The Space Game,2016,$19.99,74,/,simulation,20515,28.324,19.114
Novus Inceptio,2015,$19.99,72,/,simulation,20318,3.336,1.1139999999999999
TownCraft,2015,$9.99,49,/,simulation,20318,5.042,2.258
Project AURA,2015,$19.99,71,/,simulation,20318,8.234,2.276
Emergency 2016,2015,$19.99,43,/,simulation,20318,7.12,4.078
Orbit,2015,$0.99,62,/,simulation,20121,2.012,1.312
Farm Expert 2017,2016,$19.99,37,/,simulation,20121,6.072,1.144
Dovetail Games Flight School,2016,$14.99,51,/,simulation,20121,6.168,2.258
Making History: The Great War,2015,$29.99,77,/,simulation,19924,16.342,4.282
Industry Empire,2014,$19.99,32,/,simulation,19726,19.024,3.156
Blockscape,2014,$9.99,39,/,simulation,19726,6.27,1.138
Adventure Park,2013,$19.99,13,49,simulation,19529,1.174,0.3
Battle Fleet 2,2014,$14.99,77,/,simulation,19529,9.3,3.246
Sword of the Samurai,2014,$6.99,97,/,simulation,19529,3.174,0.282
Theme Park Studio,2016,$29.99,58,/,simulation,19529,3.186,1.18
Entropy,2013,$19.99,34,/,simulation,19332,9.222,2.06
Gratuitous Space Battles 2,2015,$9.99,49,/,simulation,19332,3.324,1.21
Cockroach Simulator,2016,$5.99,78,/,simulation,19332,2.126,1.174
Club Manager 2015,2014,$9.99,44,/,simulation,19332,22.306,8.222
Cricket Revolution,2009,$2.99,57,/,simulation,19332,9.228,1.1139999999999999
Painters Guild,2015,$4.99,67,/,simulation,19134,4.174,2.342
Panzermadels: Tank Dating Simulator,2016,$9.99,91,/,simulation,19134,4.264,3.018
Oriental Empires,2016,$29.99,83,/,simulation,19134,14.024,5.066
WolfQuest,2016,$9.99,87,/,simulation,18937,25.216,4.354
Pizza Express,2015,$6.99,94,/,simulation,18937,4.018,3.024
Sunset,2015,$19.99,70,66,simulation,18740,2.048,1.228
GearCity,2014,$16.99,80,/,simulation,18740,13.174,4.324
Climbey,2016,$9.99,97,/,simulation,18543,3.006,2.09
Super Mega Baseball: Extra Innings,2015,$19.99,90,/,simulation,18543,14.006,2.2640000000000002
Perfect Golf,2016,$34.99,66,/,simulation,18543,54.252,2.15
Lunch Truck Tycoon,2015,$0.99,66,/,simulation,18543,1.18,0.264
Always Remember Me,2014,$17.99,60,/,simulation,18345,3.024,1.324
Age Of Gladiators,2016,$9.99,83,/,simulation,18345,7.162,3.12
Grand Pigeon's Duty,2016,$0.99,82,/,simulation,17951,2.174,2.114
Investigator,2016,$5.99,76,/,simulation,17951,3.018,3.06
Truck Mechanic Simulator 2015,2015,$9.99,51,/,simulation,17754,3.084,1.096
Pong Waves VR,2016,$9.99,94,/,simulation,17754,2.144,0.34199999999999997
Kingdoms,2015,$9.99,58,/,simulation,17754,5.306,1.306
iRacing,2015,$9.99,84,79,simulation,17556,48.306,0.09
Tyto Ecology,2016,$6.99,77,/,simulation,17556,5.354,2.066
On My Own,2016,$7.99,70,/,simulation,17556,2.006,1.186
LowcoBall,2015,$0.99,62,/,simulation,17556,2.258,2.318
Particle Fleet: Emergence,2016,$14.99,92,/,simulation,17359,13.318,8.09
Mad Hunter,2016,$3.99,88,/,simulation,17162,3.294,3.294
Ashes of the Singularity: Escalation,2016,$39.99,82,81,simulation,16965,6.066,2.21
Storm,2013,$9.99,72,63,simulation,16965,2.042,1.1320000000000001
Fading Hearts,2014,$14.99,68,/,simulation,16965,3.33,3.144
Flower Shop: Winter In Fairbrook,2014,$14.99,68,/,simulation,16965,2.294,2.018
Survivors,2016,$3.99,66,/,simulation,16965,2.306,2.018
Nicole (otome version),2014,$18.99,67,/,simulation,16965,5.114,2.324
1849,2014,$14.99,70,/,simulation,16965,11.294,3.306
Flower Shop: Summer In Fairbrook,2014,$14.99,68,/,simulation,16767,2.27,1.3
Command: Modern Air / Naval Operations WOTY,2014,$79.99,86,/,simulation,16767,20.246,5.06
Hero Generations,2015,$5.99,58,/,simulation,16767,2.294,1.306
ｈａｃｋｍｕｄ,2016,$19.99,76,/,simulation,16570,9.09,4.204
RIDE 2,2016,$49.99,85,78,simulation,16373,22.252,16.096
MotoGP14,2014,$29.99,50,76,simulation,16373,14.096,4.354
Crookz - The Big Heist,2015,$19.99,86,74,simulation,16373,8.294,2.24
Dandelion - Wishes brought to you -,2014,$29.99,92,/,simulation,16373,23.12,21.216
GamersGoMakers,2014,$9.99,79,/,simulation,16373,14.33,10.258
Video blogger Story,2016,$6.99,70,/,simulation,16373,3.324,2.204
Democracy 3 Africa,2016,$14.99,71,/,simulation,16176,5.096,4.15
G-Ball,2014,$0.99,26,/,simulation,16176,0.216,0.066
Chris Sawyer's Locomotion,2015,$5.99,80,/,simulation,15978,16.12,1.27
Airline Tycoon Deluxe,2014,$9.99,72,/,simulation,15978,10.12,4.03
RECYCLE,2014,$9.99,37,/,simulation,15978,8.246,1.342
Bounty Train,2015,$24.99,78,/,simulation,15978,9.108,3.162
Panzer Elite Action Fields of Glory,2014,$9.99,42,/,simulation,15781,2.156,1.096
Hearthlands,2014,$19.99,91,/,simulation,15781,11.084,5.3
Astrox: Hostile Space Excavation,2015,$9.99,86,/,simulation,15781,6.324,4.162
Voodoo Garden,2016,$2.99,78,/,simulation,15781,8.306,1.33
Airport Firefighters - The Simulation,2015,$14.99,41,/,simulation,15584,4.114,2.3
RESCUE 2,2015,$19.99,58,/,simulation,15584,6.156,4.114
Project Syria,2016,Free,30,/,simulation,15584,0.018,0.024
Buzz Aldrin's Space Program Manager,2014,$29.99,79,62,simulation,15386,17.3,8.24
Celestial Command,2014,$10.99,79,/,simulation,15386,4.21,1.204
Civil War II,2014,$39.99,73,/,simulation,15386,51.258,3.294
Sbastien Loeb Rally EVO,2016,$49.99,48,/,simulation,15386,12.288,2.336
Governor of Poker 2,2010,$7.99,72,/,simulation,15386,18.294,4.264
Aerofly FS 2 Flight Simulator,2016,$49.99,76,/,simulation,15386,8.162,2.342
Pro Rugby Manager 2015,2014,$9.99,21,/,simulation,15189,26.354,10.3
Robot vs Birds Zombies,2015,$0.49,30,/,simulation,14992,4.018,3.102
Railroad Pioneer,2014,$4.99,58,50,simulation,14795,7.312,2.108
Slavistan,2016,$1.99,94,/,simulation,14795,1.048,0.192
Sunrider: Liberation Day,2016,$24.99,85,/,simulation,14795,13.132,10.096
World Basketball Tycoon,2013,$9.99,14,/,simulation,14795,1.102,0.162
Envoy 2,2016,$0.99,36,/,simulation,14795,4.138,4.126
Judgment: Apocalypse Survival Simulation,2016,$14.99,85,/,simulation,14597,9.132,4.264
Ice Lakes,2016,$14.99,89,/,simulation,14597,6.186,2.156
World's Dawn,2016,$9.99,84,/,simulation,14400,8.144,3.054
Hospital Manager,2015,$4.99,46,/,simulation,14400,4.114,2.324
Don Bradman Cricket 14,2014,$39.99,94,/,simulation,14203,78.228,57.336
Another Brick in the Mall,2016,$12.99,85,/,simulation,14006,6.282,5.096
Football Tactics,2015,$14.99,91,/,simulation,14006,20.06,11.138
Racing Manager 2014,2013,$7.99,17,/,simulation,14006,6.282,3.21
Dragon The Game,2014,$17.99,55,/,simulation,13808,1.0,0.126
Hybrid Animals,2016,$6.99,67,/,simulation,13808,2.138,1.1320000000000001
Masters of the World,2014,$34.99,43,/,simulation,13808,46.054,20.048
Imagine Earth,2014,$19.99,83,/,simulation,13611,6.21,2.282
Villagers,2016,$19.99,43,/,simulation,13414,12.228,6.21
Life in Bunker,2016,$15.99,60,/,simulation,13414,7.216,4.108
Gon' E-Choo!,2015,$1.99,85,/,simulation,13414,3.162,3.03
Trainz: A New Era,2015,$39.99,76,/,simulation,13414,48.054,11.168
Rogue State,2015,$12.99,74,66,simulation,13217,4.228,4.072
CodeSpells,2015,$19.99,75,/,simulation,13217,3.036,1.018
MX vs. ATV Supercross Encore,2015,$29.99,50,/,simulation,13217,14.282,7.18
Cityconomy,2015,$24.99,39,/,simulation,13217,4.204,3.054
Pixel Survival - Craft Game,2016,$0.99,38,/,simulation,13217,1.0,0.15
Diaries of a Spaceport Janitor,2016,$9.99,80,67,simulation,13019,2.054,1.036
Brian's High Velocity Research Center,2016,Free,89,/,simulation,13019,0.096,0.066
Polyball,2015,$14.99,81,/,simulation,12822,6.15,2.162
Shallow Space,2015,$14.99,76,/,simulation,12822,2.12,1.012
Arms Dealer,2015,$12.99,52,/,simulation,12822,4.03,1.024
Tennis Elbow 2013,2015,$16.24,90,/,simulation,12822,65.234,12.03
Hide & Hold Out - H2o,2016,$17.99,60,/,simulation,12625,16.3,7.006
Madness Cubed,2016,$5.99,63,/,simulation,12625,6.18,3.156
Formula Truck 2013,2015,$7.49,75,/,simulation,12428,4.054,0.33
Evochron Legacy,2016,$24.99,79,/,simulation,12428,6.018,2.354
Gabe Newell Simulator,2015,$3,44,/,simulation,12428,1.354,2.102
Bonsai,2016,$0.99,56,/,simulation,12428,3.168,2.348
Unseen Diplomacy,2016,$2.99,91,/,simulation,12428,0.252,0.11399999999999999
The Nest,2016,$9.99,78,/,simulation,12230,0.192,0.156
Moonstone Tavern,2016,$7.99,31,/,simulation,12230,3.222,3.168
Industry Manager: Future Technologies,2016,$19.99,65,/,simulation,12230,9.03,4.096
Legend of Merchant,2016,$1.99,83,/,simulation,12230,3.138,1.342
Maximum Override,2016,$6.99,77,/,simulation,12033,4.174,1.138
Pre-Civilization Egypt,2016,$9.99,93,/,simulation,12033,12.192,5.174
Crazy Machines 3,2016,$19.99,90,69,simulation,11836,2.246,1.294
Masterspace,2015,$13.99,31,/,simulation,11836,2.084,1.27
Forget Me Not: My Organic Garden,2015,$3.99,89,/,simulation,11836,6.2459999999999996,3.2279999999999998
Blood Code,2015,$9.99,72,/,simulation,11836,6.024,5.072
"Forgotten, Not Lost - A Kinetic Novel",2016,$1.99,91,/,simulation,11836,3.192,3.156
Arcadecraft,2014,$9.99,50,/,simulation,11836,2.288,2.3
Nameless ~The one thing you must recall~,2014,$29.99,96,/,simulation,11836,22.246,20.066
Petz Horsez 2,2008,$9.99,68,/,simulation,11639,13.252,4.036
Princess Maker 2 Refine,2016,$19.99,91,/,simulation,11639,6.108,3.318
Hydraulic Empire,2015,$7.99,56,/,simulation,11639,4.018,3.144
Ragdoll Runners,2016,$4.99,90,/,simulation,11441,6.018,1.216
Drifter,2014,$11.99,69,/,simulation,11244,3.06,0.33
