Game,Release year,Price,Userscore,Metascore,Genre,Owners,Average playtime,Median playtime
Hexcells Plus,2014,$2.99,94,/,indie,151695,11.084,6.006
Defense Grid 2,2014,$14.99,81,81,indie,151103,20.348,5.168
The Novelist,2013,$14.99,78,66,indie,150906,2.042,1.1139999999999999
Tap Tap Legions - Epic battles within 5 seconds!,2016,Free,51,/,indie,150511,1.036,0.084
Ziggurat,2014,$14.99,90,75,indie,150314,6.33,3.12
Written in the Sky,2015,Free,78,/,indie,150314,0.27,0.096
Swipecart,2014,$2.99,45,/,indie,149920,1.342,1.006
Gladiators Online: Death Before Dishonor,2015,Free,42,/,indie,149920,2.036,0.11399999999999999
NEO Scavenger,2014,$14.99,92,77,indie,149722,16.156,5.096
Sins Of The Demon,2016,$1.99,86,/,indie,149525,3.168,3.102
Uebergame,2015,Free,47,/,indie,149131,0.054,0.024
ClusterTruck,2016,$14.99,89,76,indie,148736,4.198,2.138
The Flame in the Flood,2016,$14.99,82,73,indie,148736,4.102,1.24
"I, Zombie",2014,$1.99,82,65,indie,148736,2.162,0.312
Weapons Genius,2015,$4.99,53,/,indie,148144,1.0,0.18
Paint the Town Red,2015,$9.99,93,/,indie,147947,9.144,4.192
Fairy Bloom Freesia,2012,$7.99,87,/,indie,147750,3.024,1.06
Make it indie!,2015,$0.99,41,/,indie,147750,3.318,3.102
Journey of a Roach,2013,$14.99,88,65,indie,147553,2.186,1.264
Lovers in a Dangerous Spacetime,2015,$14.99,95,80,indie,147355,5.042,2.102
NOT A HERO,2015,$12.99,87,75,indie,147158,2.21,0.348
The Cat Lady,2013,$9.99,93,81,indie,146961,5.258,2.174
Beholder,2016,$9.99,92,76,indie,146961,5.114,3.2640000000000002
The Red Solstice,2015,$19.99,82,74,indie,146961,9.072,2.2279999999999998
Rolling Sun,2015,$4.99,52,/,indie,146961,3.2279999999999998,3.132
Violett,2013,$0.99,61,61,indie,146763,3.132,3.018
Creeper World 3: Arc Eternal,2014,$14.99,96,/,indie,146566,27.216,10.222
GemCraft - Chasing Shadows,2015,$9.99,95,/,indie,146369,35.156,5.0
Ring Runner: Flight of the Sages,2013,$4.99,85,75,indie,146172,2.324,1.066
Final Exam,2013,$9.99,87,66,indie,145974,3.204,2.2279999999999998
Defend Your Life,2015,$4.99,85,/,indie,145974,6.09,4.036
Close Your Eyes,2015,Free,87,/,indie,145383,1.012,0.12
CUPID - A free to play Visual Novel,2016,Free,87,/,indie,145185,1.288,0.20400000000000001
Retention,2015,$0.99,33,/,indie,144594,3.06,3.108
Deadly 30,2014,$4.99,74,/,indie,144594,2.348,1.228
Cargo Commander,2012,$9.99,83,/,indie,144002,3.018,1.144
RIP,2007,$4.99,63,/,indie,143805,1.198,0.054
Lup,2016,$0.49,53,/,indie,143805,3.024,3.18
Battle Ranch,2015,$1.99,52,/,indie,143805,4.318,3.168
Snuggle Truck,2012,$4.99,82,/,indie,143607,1.342,0.33
RIP 3: The Last Hero,2007,$4.99,63,/,indie,143410,2.27,0.078
RIP 2: Strike Back,2007,$4.99,63,/,indie,143410,3.084,0.078
Super Amazing Wagon Adventure,2013,$2.99,94,/,indie,143213,2.096,0.318
The Blackwell Legacy,2012,$4.99,89,80,indie,142621,3.12,2.168
Expeditions: Conquistador,2013,$19.99,84,77,indie,142621,10.132,3.006
Sometimes: Success Requires Sacrifice,2015,$0.99,81,/,indie,142424,3.054,2.318
Jet Gunner,2014,$0.99,78,/,indie,142226,2.234,1.09
Anoxemia,2015,$3.99,76,/,indie,142029,4.282,4.138
Survivor Squad,2015,$2.99,67,/,indie,142029,2.312,1.252
Firefly Online Cortex,2015,Free,55,/,indie,141437,3.282,0.11399999999999999
Princess.Loot.Pixel.Again,2016,$4.99,76,/,indie,141043,5.024,4.228
Year Walk,2014,$5.99,94,87,indie,140648,1.27,1.024
Larva Mortus,2009,$4.99,77,64,indie,140648,2.024,0.126
Pink Heaven,2015,Free,90,/,indie,140648,0.11399999999999999,0.066
Hexcells Infinite,2014,$4.99,98,/,indie,140451,18.036,5.348
The Cubicle,2016,Free,87,/,indie,140451,0.06,0.036
Sakura Angels,2015,$9.99,86,/,indie,140254,5.066,2.03
Data Hacker: Initiation,2014,$2.99,71,/,indie,140057,3.174,0.22799999999999998
Learn Japanese To Survive - Hiragana Battle,2016,$6.99,95,/,indie,139859,2.084,0.23399999999999999
Princess Remedy in a World of Hurt,2016,Free,98,/,indie,139859,7.072,0.264
Space Pilgrim Episode One: Alpha Centauri,2015,$1.99,89,/,indie,139662,3.216,3.15
FarSky,2014,$9.99,72,/,indie,139465,6.0,2.246
Deponia Doomsday,2016,$29.99,88,76,indie,139070,9.03,8.066
Invasion,2015,$1.99,55,/,indie,138873,4.156,4.09
Survival: Postapocalypse Now,2015,$2.49,57,/,indie,138873,7.258,2.03
SimplePlanes,2015,$12.99,92,67,indie,138676,13.288,3.27
HunieCam Studio,2016,$6.99,80,/,indie,138676,10.186,4.126
"Kivi, Toilet and Shotgun",2016,$0.49,53,/,indie,138478,3.042,3.012
Cubicle Quest,2015,$4.99,77,/,indie,138478,4.042,3.048
Speedball 2 HD,2013,$9.99,65,53,indie,138084,3.042,1.288
Drift Streets Japan,2015,$2.99,73,/,indie,138084,10.108,3.066
SC2VN - The eSports Visual Novel,2015,Free,93,/,indie,137887,9.156,0.144
SanctuaryRPG: Black Edition,2015,$7.99,95,/,indie,137689,5.084,2.33
Uncanny Valley,2015,$9.99,73,67,indie,137492,2.318,1.294
Vengeance Road,2016,$1.99,74,/,indie,137098,3.132,3.066
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,2013,$4.99,85,84,indie,136900,3.09,1.096
ADR1FT,2016,$19.99,60,64,indie,136900,1.276,0.24
You Have 10 Seconds 2,2016,Free,89,/,indie,136900,0.222,0.096
Titan Attacks,2012,$9.99,91,/,indie,136703,3.072,1.228
Ittle Dew,2013,$9.99,94,67,indie,136506,4.24,2.084
The Blue Flamingo,2014,$4.99,42,55,indie,136506,2.324,2.246
DeathSpank,2010,$14.99,95,77,indie,135322,6.234,3.27
Bloodwood Reload,2015,Free,34,/,indie,135322,0.126,0.054
Battlegrounds of Eldhelm,2014,Free,70,/,indie,135322,3.006,0.156
Angry Video Game Nerd Adventures,2013,$9.99,89,77,indie,135125,4.042,2.054
A.R.E.S.,2011,$4.99,70,68,indie,135125,2.342,1.21
Lunar Flight,2012,$14.99,85,/,indie,134928,2.222,0.312
Super Splatters,2013,$9.99,79,73,indie,134730,1.294,1.012
Coin Crypt,2014,$9.99,92,/,indie,134730,3.18,2.156
DRAKERZ-Confrontation,2014,Free,50,/,indie,134533,1.036,0.15
Kairo,2013,$0.99,74,76,indie,134336,2.066,0.348
"10,000,000",2013,$4.99,90,67,indie,134336,7.336,5.018
Absolute Drift,2015,$11.99,90,66,indie,134336,4.0,1.024
Monster Loves You!,2013,$9.99,77,/,indie,134336,2.09,1.174
Holy Potatoes! A Weapon Shop!,2015,$14.99,80,69,indie,134139,8.108,5.006
Paranormal Psychosis,2016,$0.99,32,/,indie,134139,3.192,3.108
A Fistful of Gun,2015,$12.99,77,60,indie,133547,2.198,0.348
Scourge: Outbreak,2014,$7.99,66,/,indie,133350,4.036,4.054
Elisa: The Innkeeper - Prequel,2016,Free,79,/,indie,133350,0.198,0.096
BallisticNG,2016,Free,89,/,indie,133152,0.20400000000000001,0.036
Fortune Summoners: Secret of the Elemental Stone,2012,$19.99,88,/,indie,132955,6.006,1.066
Frosty Kiss,2016,Free,87,/,indie,132758,9.156,0.10200000000000001
Legend of Dungeon: Masters,2015,Free,60,/,indie,132758,1.006,0.018
Super House of Dead Ninjas,2013,$6.99,97,79,indie,132363,4.306,2.126
Fantasy Tales Online,2016,Free,76,/,indie,132166,1.186,0.096
Bleed,2013,$4.99,93,/,indie,131969,2.144,1.15
Zombie Shooter 2,2009,$9.99,77,/,indie,130982,3.144,0.34199999999999997
Circuits,2014,$4.99,90,/,indie,130982,2.096,1.144
Hatred,2015,$8.99,76,43,indie,130785,4.168,2.174
Immune,2015,$0.99,60,/,indie,130588,2.3,0.21
Delver,2013,$7.99,88,/,indie,130588,2.168,1.108
Prime World: Defenders,2013,$9.99,81,58,indie,130193,13.246,5.018
The Tower Of Elements,2015,$0.99,55,/,indie,130193,2.162,2.024
Dropsy,2015,$9.99,95,80,indie,129996,2.216,1.042
Kenshi,,$19.99,85,/,indie,129996,29.186,6.048
Zombie Shooter,2009,$4.99,84,/,indie,129996,2.18,0.348
16 Bit Arena,2015,Free,68,/,indie,129602,0.012,0.006
Kinetic Void,2014,$19.99,26,/,indie,129404,3.27,1.126
Secrets of Grindea,2015,$14.99,95,/,indie,129404,13.12,8.306
BattleSouls,2016,Free,60,/,indie,129404,0.24599999999999997,0.09
Thunder Wolves,2013,$9.99,88,69,indie,129010,1.288,0.24599999999999997
Electric Highways,2015,Free,89,/,indie,128813,0.168,0.072
Fight The Dragon,2014,$14.99,80,76,indie,128418,7.054,3.138
Universal Combat CE,2015,$9.99,38,/,indie,128418,2.318,0.06
Sepia Tears,2016,Free,89,/,indie,128418,1.138,0.10200000000000001
Ampersand,2015,$0.49,34,/,indie,128418,4.048,3.192
HomeBehind,2016,$5.99,90,/,indie,128024,13.036,8.282
Dungeon Defenders Eternity,2014,$19.99,52,/,indie,128024,23.21,6.336
Momodora: Reverie Under the Moonlight,2016,$6.99,96,82,indie,127826,4.066,2.138
Ballpoint Universe: Infinite,2013,$3.99,78,/,indie,127629,2.276,2.0
Influent,2014,$9.99,74,/,indie,127037,1.3479999999999999,0.18
Mother Russia Bleeds,2016,$14.99,87,70,indie,126840,4.03,2.162
The Wonderful End of the World,2008,$9.99,74,/,indie,126643,1.252,1.018
Elements: Soul of Fire,2015,$7.99,48,/,indie,126051,4.21,4.018
Critical Mass,2011,$1.99,80,81,indie,125459,1.192,0.084
The Dream Machine,2012,$3.99,93,77,indie,125459,5.042,2.282
Tea Party Simulator 2015,2015,$9.99,65,/,indie,125459,4.036,4.066
Windosill,2009,$2.99,90,/,indie,125459,1.216,0.216
Guncraft,2013,$14.99,52,73,indie,125262,7.258,1.162
Distance,2014,$19.99,94,/,indie,125262,6.186,1.354
Black Rose,2016,Free,84,/,indie,125262,0.324,0.096
Miasmata,2012,$14.99,79,76,indie,125065,3.06,0.336
Ryzom,2016,Free,59,64,indie,125065,2.306,0.10200000000000001
SAMOLIOTIK,2016,$0.99,90,/,indie,125065,3.252,4.126
CubeGun,2014,Free,71,/,indie,124473,1.1139999999999999,0.108
Zero Gear,2010,$4.99,82,/,indie,124276,2.348,1.108
1954 Alcatraz,2014,$19.99,74,/,indie,124276,3.084,1.324
Oniken,2014,$4.99,84,/,indie,123684,3.066,2.192
VA-11 HALL-A,2016,$14.99,98,/,indie,123684,8.024,4.354
PRICE,2016,Free,96,/,indie,123486,0.336,0.282
Fairytales: Three Heroes,2015,$4.99,78,/,indie,123289,4.198,4.096
Astebreed,2014,$7.49,90,86,indie,123092,2.006,1.072
Borealis,2014,$4.99,62,/,indie,123092,2.108,0.276
Atonement: Scourge of Time,2015,$8.99,76,/,indie,122697,5.06,4.204
Train Valley,2015,$9.99,91,69,indie,122500,5.21,2.09
Blackwell Unbound,2012,$4.99,95,/,indie,122303,2.354,2.06
Jolly Rover,2010,$9.99,88,71,indie,121908,2.216,0.34199999999999997
Port of Call,2015,Free,91,/,indie,121908,9.012,0.162
Blackwell Convergence,2012,$4.99,95,/,indie,121514,3.108,2.066
Bardbarian,2014,$7.99,90,/,indie,120922,3.252,1.354
Immortal Empire,2015,Free,70,/,indie,120922,2.018,0.108
Maui,2016,Free,47,/,indie,120725,0.09,0.03
Fortix,2010,$0.99,92,/,indie,120133,2.21,1.156
Solar Flux,2013,$9.99,77,/,indie,120133,2.306,2.162
Millie,2014,$0.51,83,/,indie,119738,4.066,2.306
Escape Machines,2015,$0.49,43,/,indie,119738,2.3,2.252
The Path,2009,$9.99,75,79,indie,119541,2.096,1.042
Montaro,2016,$0.99,95,/,indie,119541,2.012,0.312
Hero of the Kingdom,2013,$0.59,91,/,indie,119541,3.252,3.108
Crimzon Clover WORLD IGNITION,2014,$9.99,97,85,indie,119344,3.048,1.138
Scrap Garden - The Day Before,2016,Free,78,/,indie,119344,0.21,0.10200000000000001
Reassembly,2015,$14.99,93,/,indie,119344,21.246,11.084
ICEY,2016,$10.99,94,88,indie,119147,3.33,2.162
Two Brothers,2013,Free,28,57,indie,118949,0.156,0.036
Out of the Park Baseball 17,2016,$19.99,91,92,indie,118752,86.228,6.0
The Cat and the Coup,2011,Free,93,/,indie,118752,16.156,0.09
Horizon Shift,2015,$1.14,98,/,indie,117963,3.054,3.006
Runespell: Overture,2011,$9.99,77,69,indie,117766,4.156,2.096
There's Poop In My Soup,2016,$0.99,87,/,indie,117766,1.264,0.174
Clergy Splode,2015,$0.49,48,/,indie,117569,3.24,3.186
Data Hacker: Reboot,2015,$4.99,64,/,indie,117569,3.3,3.174
Silver Creek Falls - Chapter 1,2015,Free,90,/,indie,117569,0.264,0.192
Sentinels of the Multiverse,2014,$9.99,93,/,indie,117371,24.282,4.138
Primordia,2012,$9.99,97,72,indie,117174,4.096,3.018
Doc Clock: The Toasted Sandwich of Time,2010,$4.99,41,62,indie,116977,1.084,0.126
Shattered Haven,2013,$0.99,27,59,indie,116977,0.258,0.054
Deathtrap,2015,$19.99,84,77,indie,116780,13.246,4.234
Neverending Nightmares,2014,$14.99,75,68,indie,116780,2.132,2.006
RONIN,2015,$12.99,74,70,indie,116582,4.078,2.198
Mind: Path to Thalamus,2014,$8.99,73,75,indie,116385,3.108,2.054
Between Me and The Night,2016,$14.99,81,62,indie,116385,4.012,4.15
Alganon,2015,Free,36,/,indie,116385,1.066,0.10200000000000001
KAMI,2014,$3.99,95,/,indie,116385,1.318,0.22799999999999998
Axiom Verge,2015,$19.99,95,80,indie,115990,8.132,6.054
Blaster Shooter GunGuy!,2015,$1.99,42,/,indie,115990,3.3,3.114
Saturday Morning RPG,2014,$6.99,82,/,indie,115793,2.15,1.264
Back to Bed,2014,$5.99,80,57,indie,115596,3.24,1.294
Card City Nights,2014,$3.99,90,/,indie,115596,3.246,2.0
Puzzle Dimension,2010,$0.59,91,79,indie,115399,1.342,0.156
Sparkle 3 Genesis,2015,$0.49,65,/,indie,115004,4.174,4.138
Odallus: The Dark Call,2015,$9.99,93,80,indie,114807,3.036,2.018
The Book of Unwritten Tales: The Critter Chronicles,2012,$19.99,84,73,indie,114807,6.018,5.15
Nyctophilia,2015,Free,64,/,indie,114807,0.22799999999999998,0.078
Irrational Exuberance,2016,Free,91,/,indie,114610,0.174,0.048
Rampage Knights,2015,$11.99,94,80,indie,114412,12.144,6.222
Infested Planet,2014,$14.99,94,75,indie,114412,8.324,5.006
Inquisitor,,$9.99,69,64,indie,114018,3.294,1.312
Rivals of Aether,2015,$14.99,90,/,indie,113821,17.18,5.036
Crimsonland,2014,$13.99,86,68,indie,113623,9.192,6.126
Trials 2: Second Edition,2008,$9.99,83,/,indie,113426,8.078,2.0
Shadowgate,2014,$14.99,90,68,indie,113229,4.036,2.036
Spaceport Hope,2016,$1.99,82,/,indie,113229,3.216,3.15
Desktop Dungeons,2013,$14.99,91,82,indie,113032,20.258,5.342
Dead State,2014,$19.99,73,70,indie,113032,31.066,8.0
Lifeless Planet,2014,$19.99,77,59,indie,113032,4.012,2.342
Primal Carnage: Extinction,2015,$12.99,73,/,indie,113032,51.042,5.012
FaeVerse Alchemy,2014,Free,65,/,indie,112834,7.228,7.186
Invasion: Brain Craving,2016,$0.99,45,/,indie,112834,4.006,3.18
Cards and Castles,2015,Free,69,/,indie,112637,5.282,1.126
Plantera,2016,$2.99,88,/,indie,112440,12.132,3.06
Melody's Escape,2016,$3.39,93,/,indie,112440,5.264,1.324
Huntsman - The Orphanage Halloween Edition,2013,$9.99,32,/,indie,112440,2.084,0.168
Blast Em!,2014,$2.99,49,/,indie,112242,0.168,0.042
Steam Marines,2014,$19.99,59,/,indie,112045,2.078,0.162
Shoot Many Robots,2012,$9.99,90,/,indie,111848,11.054,4.198
Naval Warfare,2011,$2.99,54,57,indie,111651,0.34199999999999997,0.12
March of War: Face Off,2015,Free,76,/,indie,111651,4.198,0.18
Fallen Enchantress,2012,$9.99,64,78,indie,111453,22.138,7.294
WASTED,2016,$12.99,82,68,indie,111453,5.174,1.3
Hook,2015,$0.99,97,/,indie,111453,1.312,1.03
Overgrowth,,$21.89,75,/,indie,111453,7.036,3.042
Power-Up,2014,$2.99,56,/,indie,111453,5.204,5.288
MirrorMoon EP,2013,$9.99,63,73,indie,111256,1.246,0.258
Platformines,2014,$9.99,70,67,indie,111256,2.354,2.114
Heavy Bullets,2014,$9.99,86,72,indie,111059,4.222,1.288
Oh...Sir! The Insult Simulator,2016,$1.99,94,66,indie,111059,2.204,1.24
Skyward Collapse,2013,$0.99,42,64,indie,111059,2.084,1.108
To Burn in Memory,2016,Free,63,/,indie,111059,0.27,0.018
Squirbs,2016,$4.99,66,/,indie,111059,3.288,3.066
Finding Teddy,2013,$6.99,85,/,indie,110862,2.078,1.186
Puddle,2012,$7.99,74,/,indie,110664,2.168,1.012
Beyond Eyes,2015,$14.99,78,60,indie,110073,2.144,1.27
Space Pilgrim Episode Two: Epsilon Indi,2016,$1.99,88,/,indie,110073,4.186,3.204
Overcooked,2016,$16.99,93,81,indie,109875,6.072,3.138
Grotesque Tactics 2 - Dungeons and Donuts,2011,$9.99,56,48,indie,109875,3.102,0.21
Super Mega Neo Pug,2016,$0.49,87,/,indie,109875,2.33,3.066
BADLAND: Game of the Year Edition,2015,$9.99,87,79,indie,109481,3.288,1.282
Trick & Treat,2016,Free,96,/,indie,109481,1.1139999999999999,0.186
Mainland,2015,Free,84,/,indie,109481,0.20400000000000001,0.06
Ruzh Delta Z,2015,Free,65,/,indie,109284,0.126,0.042
Thirty Flights of Loving,2012,$4.99,65,88,indie,109086,0.27,0.18
FortressCraft Evolved,2015,$12.99,76,/,indie,109086,24.234,2.006
Alter World,2015,$1.99,74,/,indie,109086,3.354,3.336
The Solus Project,2016,$19.99,81,68,indie,108495,3.234,1.06
Accounting,2016,Free,96,/,indie,108495,0.282,0.174
Alchemy Mysteries: Prague Legends,2014,$1.99,77,/,indie,108495,4.18,3.168
Klabi,2016,$2.99,49,/,indie,108100,7.168,4.018
Eaten Alive,2015,$0.49,36,/,indie,107903,3.318,3.198
Galcon Legends,2014,$4.99,40,/,indie,107903,2.114,1.312
Mushroom 11,2015,$14.99,87,78,indie,107705,2.354,1.108
Bloody Walls,2016,Free,79,/,indie,107705,0.084,0.048
Ichi,2014,$4.99,92,/,indie,107311,2.2279999999999998,1.246
Dungeon Hearts,2013,$2.99,65,73,indie,107114,2.288,1.216
Frederic: Resurrection of Music,2014,$2.99,85,/,indie,107114,4.06,3.066
Hard West,2015,$19.99,79,73,indie,106916,7.078,3.246
Ikaruga,2014,$9.99,95,84,indie,106719,2.33,0.288
SAGA,2015,Free,46,61,indie,106719,0.108,0.042
Cloney,2016,Free,53,/,indie,106719,0.18,0.018
Waves,2011,$4.99,94,82,indie,106522,1.24,0.21
Dead Horde,2011,$9.99,34,/,indie,106522,1.15,0.288
Kidnapped,2015,$2.99,53,/,indie,106522,3.18,3.156
Flotilla,,$9.99,89,72,indie,106325,1.18,0.126
Walkover,2015,Free,64,/,indie,106325,0.23399999999999999,0.048
Path of War,2016,Free,50,/,indie,106325,7.336,0.15
Steredenn,2015,$12.99,89,/,indie,106127,3.168,1.216
State of Anarchy,2016,$1.99,87,/,indie,106127,3.15,3.156
Skyreach,2016,Free,41,/,indie,105930,0.048,0.018
The Shivah,2013,$4.99,83,/,indie,105733,3.252,1.252
City of Chains,2015,$8.99,87,/,indie,105733,4.006,4.006
Spoiler Alert,2014,$2.99,72,/,indie,105536,2.348,1.3479999999999999
We Happy Few,2016,$29.99,83,/,indie,105338,6.216,3.06
Lume,2011,$5.99,45,69,indie,105141,0.3,0.23399999999999999
Dig or Die,2015,$7.99,93,/,indie,104944,7.318,3.06
Action Henk,2015,$14.99,91,74,indie,104747,3.198,1.318
Avernum: Escape From the Pit,2012,$9.99,93,76,indie,104549,21.204,3.12
Chompy Chomp Chomp,2014,$6.99,68,/,indie,104549,2.288,2.258
InCell VR,2015,Free,69,/,indie,104549,0.306,0.054
Ember Strike,2016,Free,84,/,indie,104549,2.138,0.198
Codename: Rogue Fleet,2016,Free,57,/,indie,104549,0.108,0.048
Genital Jousting,2016,$4.99,91,/,indie,104352,0.34199999999999997,0.20400000000000001
Elegy For A Dead World,2014,$14.99,81,/,indie,104352,1.156,0.108
Burgers,2015,$2.99,43,/,indie,103957,4.354,4.018
Interplanetary,2015,$14.99,82,/,indie,103957,4.216,2.27
Red Lake,2015,$0.5,45,/,indie,103760,3.024,3.066
Catch a Falling Star,2016,$0.49,87,/,indie,103760,3.132,3.138
Madballs in...Babo: Invasion,2009,$4.99,82,79,indie,103563,5.126,2.072
Tank Universal,2008,$4.99,57,/,indie,103563,2.354,0.096
Thea: The Awakening,2015,$19.99,90,73,indie,103366,30.234,13.03
The Banner Saga 2,2016,$19.99,91,82,indie,103168,12.108,9.18
The Magic Circle,2015,$19.99,92,79,indie,102971,2.348,2.216
"Warhammer 40,000: Regicide",2015,$14.99,75,72,indie,102971,4.306,1.258
Head Shot,2016,$1.99,39,/,indie,102971,3.006,3.204
Miner Wars 2081,2012,$9.99,34,52,indie,102774,2.306,0.288
Gravity Badgers,2013,$4.99,62,/,indie,102774,3.012,1.24
Road Redemption,2014,$19.99,84,/,indie,102774,4.156,1.288
The Last Photon,2016,$3.99,77,/,indie,102774,5.138,4.138
DreadOut,2014,$14.99,78,55,indie,102379,3.312,2.0
FLY'N,2012,$9.99,88,80,indie,102182,2.336,1.048
Carmageddon: Reincarnation,2015,Free,75,54,indie,102182,7.192,2.114
Cherry Tree High Comedy Club,2012,$7.99,86,/,indie,101985,2.324,1.33
Biodrone Battle,2015,$1.99,62,/,indie,101985,4.198,3.192
Rising World,2014,$14.99,80,/,indie,101985,12.138,4.084
Project Starship,2016,$0.99,85,/,indie,101985,3.144,3.186
Gumboy Tournament,2008,$2.99,72,/,indie,101590,0.18,0.06
Off-Peak,2016,Free,86,/,indie,101393,0.21,0.054
Campaign Clicker,2016,Free,45,/,indie,101393,2.108,0.066
Geneforge 1,2001,$19.99,95,/,indie,101393,8.186,0.264
Super Blue Boy Planet,2016,Free,90,/,indie,101196,0.216,0.138
Space Pilgrim Episode IV: Sol,2016,$1.99,89,/,indie,101196,4.138,3.192
The Secret of Tremendous Corporation,2015,Free,83,/,indie,101196,0.132,0.042
Fortix 2,2011,$1.99,92,74,indie,100999,4.03,1.342
Disturbed,2016,Free,93,/,indie,100999,0.306,0.10200000000000001
Darkout,2013,$14.99,56,55,indie,100801,8.24,1.234
Folk Tale,,$19.99,70,/,indie,100801,7.132,2.342
Labyrinthine Dreams,2015,$1.99,84,/,indie,100801,2.144,2.084
Stellar Impact,2012,$9.99,37,74,indie,100604,5.042,2.018
The Masterplan,2015,$19.99,70,68,indie,100604,4.15,1.3479999999999999
Drop Alive,2016,Free,89,/,indie,100407,0.126,0.054
Broken Dreams,2016,$1.99,66,/,indie,100407,3.288,3.192
Hamilton's Great Adventure,2011,$9.99,70,77,indie,100209,2.096,0.354
Shoppe Keep,2016,$9.99,80,/,indie,100012,8.03,4.018
Epistory - Typing Chronicle,2016,$14.99,96,75,indie,99815,3.24,1.21
Reveal The Deep,2015,$0.99,88,/,indie,99815,0.23399999999999999,0.10200000000000001
DeathSpank: Thongs Of Virtue,2010,$14.99,85,78,indie,99618,8.06,4.2459999999999996
Spell Fighter VR,2016,Free,74,/,indie,99618,1.048,0.12
Rake,2015,$4.99,74,/,indie,99618,1.186,0.216
Splatter - Blood Red Edition,2014,$0.49,90,/,indie,99618,3.222,2.15
Audioshield,2016,$19.99,90,/,indie,99618,6.18,2.33
Wickland,2015,$0.99,59,/,indie,99223,2.084,1.252
Little Racers STREET,2014,$5.99,84,62,indie,98829,3.018,1.342
Guns'N'Zombies,2014,$0.79,72,/,indie,98829,2.294,1.126
Day One: Garry's Incident,2013,$2.99,19,/,indie,98631,1.24,0.312
Lexica,2014,$2.99,75,/,indie,98631,3.186,0.306
Delve Deeper,2010,$4.99,59,/,indie,98631,3.3,2.018
Westerado: Double Barreled,2015,$14.99,94,/,indie,98434,3.066,1.21
Bad Hotel,2013,$4.99,33,/,indie,98434,2.084,1.102
Unity of Command,2012,$19.99,84,84,indie,98237,15.072,2.252
Technobabylon,,$14.99,96,82,indie,98237,6.162,4.018
The Decimation of Olarath,2016,$0.99,23,/,indie,98237,3.108,3.09
Loot Hero DX,2015,$2.99,67,/,indie,97842,3.324,4.012
Wasteland Angel,2011,$9.99,56,/,indie,97448,0.3,0.11399999999999999
Knock-knock,2013,$9.99,89,57,indie,97251,2.342,1.24
Red Risk,2016,$0.49,47,/,indie,97251,3.2279999999999998,3.258
OutDrive,2016,$2.99,66,/,indie,97251,3.09,3.144
Oozi: Earth Adventure,2013,$0.74,86,66,indie,97053,3.024,1.3479999999999999
Clickr,2010,$4.99,81,/,indie,97053,2.198,1.03
Day of Infamy,2016,$19.99,85,/,indie,96461,12.192,4.234
Space Pilgrim Episode III: Delta Pavonis,2016,$1.99,85,/,indie,96264,5.096,3.198
Of Guards And Thieves,2014,Free,84,/,indie,96067,3.198,0.306
Assault Android Cactus,2015,$14.99,96,79,indie,95870,5.036,1.336
"Demolition, Inc.",2011,$5.99,78,/,indie,95870,2.024,1.036
Comedy Quest,2015,Free,80,/,indie,95870,0.198,0.096
Boson X,2014,$2.99,92,/,indie,95672,3.354,2.27
Necropolis,,$29.99,69,/,indie,95475,7.222,5.072
Mad Games Tycoon,2016,$14.99,91,/,indie,95475,17.186,9.03
Knight Squad,2015,$14.99,91,/,indie,95278,2.114,1.108
Xotic,2011,$9.99,83,67,indie,95081,0.23399999999999999,0.138
//N.P.P.D.RUSH// - The milk of Ultra violet,2014,$3.99,33,/,indie,95081,2.144,1.1320000000000001
Elemental Heroes,2016,Free,57,/,indie,95081,5.066,0.126
Aircraft War X,2016,$2.99,59,/,indie,94883,4.018,3.066
Sol Survivor,2010,$9.99,91,75,indie,94686,12.324,5.006
24 HOURS,2016,$2.99,52,/,indie,94686,4.018,3.06
Evochron Mercenary,2012,$19.99,80,70,indie,94489,7.18,2.18
Frederic: Evil Strikes Back,2014,$7.99,84,/,indie,94292,2.354,2.162
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),,$9.99,35,/,indie,94094,1.282,0.186
The Rose and I,2016,Free,87,/,indie,94094,0.066,0.036
Abbot's Book Demo,2016,Free,93,/,indie,93897,0.108,0.054
Fearless Fantasy,2014,$6.99,84,/,indie,93897,4.234,4.294
1001 Spikes,2014,$14.99,88,80,indie,93503,3.276,0.258
EvilMaze,2016,$1.59,77,/,indie,93503,4.132,4.156
Shattered Planet,2014,$14.99,73,/,indie,93503,5.12,2.06
STARWHAL,2014,$11.99,92,/,indie,93305,2.072,1.048
Kathy Rain,2016,$14.99,93,77,indie,93108,3.354,3.132
Naval Action,2016,$39.99,74,/,indie,93108,97.162,15.012
Blackwell Deception,2012,$9.99,97,73,indie,92911,4.006,3.03
Ashes of the Singularity,2016,$9.99,65,69,indie,92911,7.096,2.186
Demise of Nations: Rome,2015,Free,77,/,indie,92911,2.084,0.096
TeraBlaster,2015,Free,69,/,indie,92713,2.342,2.336
Etherlords II,2014,$4.99,84,78,indie,92319,6.24,1.264
Cloudbuilt,2014,$19.99,85,72,indie,92319,2.198,1.126
The Lion's Song,2016,Free,95,/,indie,92319,1.1320000000000001,0.20400000000000001
Choice Chamber,2015,$9.99,87,/,indie,92319,2.294,0.336
