Game,Release year,Price,Userscore,Metascore,Genre,Owners,Average playtime,Median playtime
Talisman: Prologue,2013,$6.99,59,/,RPG,239484,3.15,2.336
Anachronox,2013,$6.99,74,77,RPG,239081,2.09,0.12
Secret Of Magia,2015,$1.99,48,/,RPG,239081,3.33,3.15
Freedom Force vs. the 3rd Reich,2009,$4.99,87,/,RPG,238679,3.024,0.20400000000000001
Shantae and the Pirate's Curse,2015,$19.99,96,/,RPG,238679,6.198,4.12
Avadon: The Black Fortress,2011,$9.99,81,75,RPG,237471,8.18,0.258
Sword of the Stars: The Pit,,$12.99,86,68,RPG,235861,12.318,2.174
Tabletopia,2016,Free,51,/,RPG,234855,1.018,0.09
Forsaken Uprising,2014,$2.99,30,/,RPG,234050,3.048,3.108
Medieval Mercs,2015,$0.49,35,/,RPG,231635,3.216,3.168
Kings Bounty: Legions,2013,Free,51,/,RPG,231635,10.168,0.222
Legend of Dungeon,2013,$9.99,74,62,RPG,229220,2.246,1.036
Sheltered,2016,$14.99,80,/,RPG,229220,11.33,4.3
Chroma Squad,2015,$14.99,95,75,RPG,228617,5.348,3.054
Eldritch,2013,$14.99,88,77,RPG,228415,2.258,1.09
Deepworld,2015,Free,58,/,RPG,227610,1.3479999999999999,0.18
StarMade,2014,$14.99,74,/,RPG,227409,18.18,1.27
Darkwind: War on Wheels,2014,Free,41,/,RPG,227208,0.096,0.03
"On the Rain-Slick Precipice of Darkness, Episode Two",2008,$7.99,85,/,RPG,227208,5.18,5.2459999999999996
HEX: Shards of Fate,2016,Free,69,87,RPG,226805,15.258,1.042
Overture,2015,$4.99,84,76,RPG,225799,3.306,3.162
King's Bounty: Warriors of the North,2012,$9.99,82,74,RPG,225799,72.102,19.186
PARTICLE MACE,2015,$9.99,90,/,RPG,223585,2.2640000000000002,2.186
The Longest Journey,2007,$9.99,94,91,RPG,222579,7.072,1.294
Gun Rocket,2016,$0.49,74,/,RPG,219359,3.246,3.186
Runestone Keeper,2015,$9.99,90,/,RPG,217145,14.048,4.138
Battlepaths,2014,$4.99,72,/,RPG,216743,4.036,2.15
Jade Empire: Special Edition,2007,$14.99,75,81,RPG,216340,7.228,1.192
Heroes of SoulCraft,2015,Free,38,/,RPG,216340,0.258,0.042
Krater,2012,$14.99,58,52,RPG,214932,4.24,2.072
Angeldust,2016,Free,63,/,RPG,213926,0.354,0.108
Dungeons 2,2015,$29.99,74,70,RPG,212919,15.222,6.348
DUNGEONS - Steam Special Edition,2011,$9.99,45,65,RPG,212517,6.324,1.24
AirBuccaneers,,Free,59,74,RPG,210907,2.084,1.06
Demigod,2011,$9.99,73,76,RPG,210504,5.174,1.138
Breach & Clear,2014,$14.99,85,/,RPG,207687,5.006,1.312
Defender's Quest: Valley of the Forgotten,2012,$14.99,97,/,RPG,207486,15.234,8.018
Else Heart.Break(),2015,$24.99,84,79,RPG,207284,3.354,0.24599999999999997
World of Fishing,2016,Free,54,/,RPG,207284,2.288,0.12
CABAL Online,2016,Free,60,/,RPG,206882,11.258,0.12
BloodRealm: Battlegrounds,2015,Free,45,/,RPG,205876,1.192,0.11399999999999999
Bound By Flame,2014,$19.99,66,56,RPG,205473,7.276,4.102
Agarest: Generations of War,2014,$14.99,75,45,RPG,204668,17.012,3.186
QuestRun,2014,$8.99,54,/,RPG,204668,4.114,3.042
Windward,2015,$9.99,82,61,RPG,204467,10.138,4.114
From The Depths,2014,$19.99,89,/,RPG,201649,47.066,7.102
Dream Of Mirror Online,2015,Free,49,/,RPG,201046,16.03,0.084
16bit Trader,2015,$2.99,36,/,RPG,200039,4.318,4.174
Ravensword: Shadowlands,2013,$6.99,46,/,RPG,198832,2.21,0.10200000000000001
Towns,2012,$14.99,25,/,RPG,198228,20.33,2.306
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,2013,$0.94,80,/,RPG,196216,4.306,2.24
Sequence,2011,$4.99,86,70,RPG,196015,4.09,1.204
The Odyssey,2015,$4.99,66,/,RPG,195210,4.276,3.18
Roguelands,2016,$9.99,85,/,RPG,195008,13.342,4.324
The Desolate Hope,2014,Free,94,/,RPG,195008,1.1139999999999999,0.132
Aberoth,2015,Free,59,/,RPG,194405,5.12,0.06
Fahrenheit: Indigo Prophecy Remastered,2015,$9.99,82,/,RPG,193197,4.096,2.15
Osiris: New Dawn,2016,$24.99,77,/,RPG,192795,9.012,5.084
RoShamBo Arena,2016,Free,64,/,RPG,192795,1.126,0.11399999999999999
Wanderlust: Rebirth,2012,$4.99,51,/,RPG,191185,4.258,1.174
Disciples III: Renaissance,2010,$14.99,57,56,RPG,190380,18.246,3.348
Gothic 3 Forsaken Gods Enhanced Edition,2011,$9.99,53,/,RPG,189575,4.294,0.258
Valdis Story: Abyssal City,2013,$14.99,86,83,RPG,189373,8.204,2.288
Soulbringer,2014,$9.99,55,70,RPG,188568,1.222,0.048
Blackguards 2,2015,$8.24,68,74,RPG,188367,10.324,3.2640000000000002
Of Orcs And Men,2012,$14.99,72,69,RPG,186757,5.174,1.18
Omikron - The Nomad Soul,2013,$9.99,81,/,RPG,186556,4.168,0.132
Armello,2015,$19.99,87,75,RPG,185952,14.006,6.036
Galactic Hitman,2015,$1.99,25,/,RPG,185751,3.096,3.09
Shadowrun Chronicles,2015,$19.99,68,/,RPG,184946,12.15,4.114
Sweet Lily Dreams,2014,$14.99,50,/,RPG,183738,2.156,1.06
Sacred Gold,2008,$2.49,83,74,RPG,183336,9.012,1.048
Hyperdimension Neptunia Re;Birth2 Sisters Generation,2015,$29.99,92,/,RPG,182531,15.288,7.084
Ampu-Tea,2014,$4.99,64,/,RPG,182330,3.186,2.084
Iesabel,2013,$4.99,25,/,RPG,181122,2.294,0.18
DUNGEONS - The Dark Lord (Steam Special Edition),2011,$19.99,40,72,RPG,179311,2.33,0.324
The Chosen RPG,2016,$1.99,69,/,RPG,178909,3.234,3.15
Might & Magic X - Legacy,2014,$24.99,68,70,RPG,177902,37.246,11.144
Sun Blast,2015,$0.49,63,/,RPG,177902,3.102,2.336
Oceanhorn: Monster of Uncharted Seas,2015,$14.99,86,74,RPG,177701,4.222,2.066
SpellForce 2: Gold Edition,2009,$14.99,71,80,RPG,176494,16.288,2.24
Ys II,2013,$14.99,88,/,RPG,176091,5.18,2.132
Ys I,2013,$14.99,88,/,RPG,176091,4.162,1.342
Warside,2015,Free,64,/,RPG,176091,1.1139999999999999,0.168
"Hack, Slash, Loot",2012,$6.99,50,/,RPG,174884,3.18,1.156
Tales of Symphonia,2016,$19.99,76,/,RPG,174682,11.126,2.072
Chantelise,2011,$9.99,75,62,RPG,174481,3.018,0.222
Deep Dungeons of Doom,2014,$4.99,86,/,RPG,172871,2.2279999999999998,1.198
Crawl,2014,$14.99,97,/,RPG,172670,6.072,2.186
Gyromancer,2009,$5.99,72,71,RPG,171865,6.06,1.126
Salt and Sanctuary,2016,$17.99,92,84,RPG,171261,12.252,5.018
Alien Shooter 2: Reloaded,2009,$4.99,93,/,RPG,170657,4.18,1.03
Epic Battle Fantasy 4,2014,$11.99,98,/,RPG,169047,16.012,5.324
SpellForce: Platinum Edition,2009,$9.99,87,74,RPG,168645,35.312,3.3
Ys: The Oath in Felghana,2012,$14.99,95,73,RPG,168242,9.186,3.234
RuneScape: Idle Adventures,2016,Free,58,/,RPG,168242,40.324,2.126
Famaze,2014,Free,80,/,RPG,167437,0.3,0.078
Survivalist,2015,$4.99,81,/,RPG,167437,12.078,1.144
King Arthur II - The Role-playing Wargame,2012,$9.99,50,66,RPG,166230,9.354,2.06
Tales of Maj'Eyal,2013,$6.99,95,/,RPG,163815,31.138,4.006
Golden Rush,2015,Free,44,/,RPG,163413,19.282,0.162
Ragnarok Clicker,2016,Free,70,/,RPG,163211,53.162,2.216
Space Rangers HD: A War Apart,2013,$14.99,95,68,RPG,163010,39.324,8.21
Soul Gambler,2014,$0.49,87,/,RPG,162406,2.354,2.144
Merchants of Kaidan,2014,$14.99,68,/,RPG,162205,6.06,6.132
New kind of adventure,2015,$0.49,41,/,RPG,161400,3.042,2.2640000000000002
Lilly and Sasha: Curse of the Immortals,2015,$4.99,83,/,RPG,161199,3.204,2.336
Renowned Explorers: International Society,2015,$19.99,93,/,RPG,160998,9.27,5.078
Nightbanes,2015,Free,61,/,RPG,160595,8.12,0.216
Emporea,2016,Free,61,/,RPG,160394,15.246,0.126
Apotheon,2015,$14.99,91,78,RPG,159991,3.306,1.174
bit Dungeon II,2014,$3.99,81,/,RPG,156771,3.054,2.084
Grotesque Tactics: Evil Heroes,2010,$9.99,61,65,RPG,156570,4.264,1.036
FINAL FANTASY TYPE-0â„¢ HD,2015,$29.99,60,69,RPG,155765,10.312,2.216
ArcaniA: Fall of Setarrif,2011,$14.99,28,/,RPG,155161,2.054,0.174
Hyperdimension Neptunia Re;Birth3 V Generation,2015,$29.99,96,/,RPG,154155,24.072,9.282
The Incredible Adventures of Van Helsing: Final Cut,2015,$44.99,67,79,RPG,153954,14.192,4.15
LuckCatchers,2016,Free,53,/,RPG,153954,5.138,0.054
Sins Of The Demon,2016,$1.99,86,/,RPG,153350,3.144,3.096
UFO Online: Invasion,2016,Free,53,/,RPG,152143,3.18,0.12
FINAL FANTASY III,2014,$15.99,82,68,RPG,151941,20.204,5.336
Ziggurat,2014,$14.99,90,75,RPG,151136,7.084,3.15
Conquest of Champions,2014,Free,57,/,RPG,151136,1.1320000000000001,0.10200000000000001
Dragon Age: Origins - Awakening,2010,$9.99,94,82,RPG,150935,0.23399999999999999,0.006
Ring Runner: Flight of the Sages,2013,$4.99,85,75,RPG,150331,3.03,1.084
Lucent Heart F2P MMO,2016,Free,50,/,RPG,150130,2.348,0.096
Karos Returns,2015,Free,74,/,RPG,150130,2.066,0.108
Wyatt Derp,2016,$0.99,27,/,RPG,149526,3.072,3.12
Combat Monsters,2015,Free,72,/,RPG,148923,1.156,0.156
FINAL FANTASY IV,2014,$15.99,82,/,RPG,148722,17.102,4.192
Rolling Sun,2015,$4.99,52,/,RPG,146307,3.21,3.108
Princess.Loot.Pixel.Again,2016,$4.99,76,/,RPG,145904,5.312,5.06
Dreamfall: The Longest Journey,2007,$19.99,87,75,RPG,144898,7.204,2.24
Data Hacker: Initiation,2014,$2.99,71,/,RPG,144898,3.2279999999999998,0.216
NEO Scavenger,2014,$14.99,92,77,RPG,144495,17.054,5.096
Sword Coast Legends,2015,$19.99,52,61,RPG,144495,16.246,6.198
Star Wolves 3: Civil War,2010,$4.99,73,/,RPG,144093,11.06,2.216
Battle Ranch,2015,$1.99,52,/,RPG,143288,5.06,3.168
The Red Solstice,2015,$19.99,82,74,RPG,142684,10.15,2.246
Zone4,2016,Free,58,/,RPG,142684,3.048,0.12
Coin Crypt,2014,$9.99,92,/,RPG,142684,3.156,2.174
Monster Loves You!,2013,$9.99,77,/,RPG,142080,2.168,1.156
Cubicle Quest,2015,$4.99,77,/,RPG,141879,3.282,3.06
CUPID - A free to play Visual Novel,2016,Free,87,/,RPG,141678,1.198,0.18
GabeN: The Final Decision,2015,$0.99,57,/,RPG,141275,3.336,3.204
Expeditions: Conquistador,2013,$19.99,84,77,RPG,141074,10.18,3.078
State of Decay: Year-One,2015,$29.99,70,/,RPG,141074,22.048,7.318
SC2VN - The eSports Visual Novel,2015,Free,93,/,RPG,140672,1.258,0.12
Firefly Online Cortex,2015,Free,55,/,RPG,140269,4.21,0.108
Patrician III,2010,$4.99,76,75,RPG,139062,10.348,0.282
Steel & Steam: Episode 1,2014,Free,32,/,RPG,137452,0.18,0.048
SanctuaryRPG: Black Edition,2015,$7.99,95,/,RPG,137250,5.294,3.138
Fairy Fencer F,2015,$29.99,93,66,RPG,136848,15.186,5.342
Vengeance Road,2016,$1.99,74,/,RPG,136244,3.048,3.066
Fantasy Tales Online,2016,Free,76,/,RPG,135842,1.204,0.09
Battlegrounds of Eldhelm,2014,Free,70,/,RPG,134232,2.162,0.144
Legend of Dungeon: Masters,2015,Free,60,/,RPG,133829,0.288,0.018
Sphere III: Enchanted World,2015,Free,45,/,RPG,133427,2.03,0.168
HomeBehind,2016,$4.67,90,/,RPG,133427,12.24,8.228
16 Bit Arena,2015,Free,68,/,RPG,133427,0.012,0.006
Kalonline,2016,Free,51,/,RPG,133225,49.018,0.108
"10,000,000",2013,$4.99,90,67,RPG,133024,7.2459999999999996,4.27
Tyranny,2016,$44.99,88,80,RPG,132622,25.276,16.156
Zombie Shooter 2,2009,$9.99,77,/,RPG,132421,3.318,0.288
Kenshi,,$19.99,85,/,RPG,131616,29.126,5.3
Zombie Shooter,2009,$4.99,84,/,RPG,131616,2.24,1.024
Delver,2013,$7.99,88,/,RPG,131213,2.15,1.1139999999999999
Learn Japanese To Survive - Hiragana Battle,2016,$6.99,95,/,RPG,131213,2.042,0.22799999999999998
Paranormal Psychosis,2016,$0.99,32,/,RPG,130207,3.138,3.108
DeathSpank,2010,$3.74,95,77,RPG,130006,6.126,3.102
Elements: Soul of Fire,2015,$7.99,49,/,RPG,130006,4.108,4.018
The I of the Dragon,2015,$6.99,65,/,RPG,129804,3.024,2.276
Immune,2015,$0.99,60,/,RPG,129804,3.21,0.22799999999999998
Prime World: Defenders,2013,$9.99,81,58,RPG,129402,14.198,4.3
Allods Online RU,2016,Free,62,/,RPG,129402,9.234,0.066
Deadly Sin 2,2014,$4.99,89,/,RPG,129201,3.246,0.306
King's Bounty: Dark Side,2014,$12.99,68,73,RPG,128597,65.186,21.156
Jagged Alliance 2 - Wildfire,2012,$6.99,69,/,RPG,128194,11.132,2.09
Fortune Summoners: Secret of the Elemental Stone,2012,$19.99,88,/,RPG,127389,6.0,1.09
Dungeons & Dragons: Chronicles of Mystara,2013,$14.99,81,/,RPG,126383,2.144,1.138
Icewind Dale: Enhanced Edition,2014,$19.99,86,80,RPG,125981,23.258,7.126
The Baconing,2011,$14.99,78,63,RPG,125981,4.012,0.21
Fight The Dragon,2014,$14.99,80,76,RPG,125779,7.0,3.084
Dungeon Defenders Eternity,2014,$19.99,52,/,RPG,125377,24.198,6.354
Escape Machines,2015,$0.49,43,/,RPG,125176,2.324,2.246
Atonement: Scourge of Time,2015,$8.99,76,/,RPG,124572,5.006,4.204
Hero of the Kingdom,2013,$5.99,91,/,RPG,124371,3.252,3.048
Secrets of Grindea,2015,$14.99,95,/,RPG,123767,13.144,8.204
Jagged Alliance: Crossfire,2012,$14.99,60,63,RPG,122962,21.276,2.12
The Deed,2015,$0.49,92,/,RPG,122962,2.354,3.102
Deathtrap,2015,$19.99,84,77,RPG,122358,12.3,4.27
Dungeons & Dragons: Daggerdale,2011,$14.99,26,/,RPG,122358,8.066,2.102
Jesus Christ RPG,2016,Free,81,/,RPG,122358,6.084,0.054
Fairytales: Three Heroes,2015,$0.49,78,/,RPG,122358,5.018,4.024
Two Brothers,2013,Free,28,57,RPG,121956,0.156,0.03
Ryzom,2016,Free,59,64,RPG,121754,2.216,0.10200000000000001
Bardbarian,2014,$7.99,90,/,RPG,120144,3.312,2.114
Saturday Morning RPG,2014,$6.99,82,/,RPG,119943,2.078,1.246
ICEY,2016,$10.99,94,88,RPG,119541,3.246,2.138
Helmet Heroes,2016,Free,38,/,RPG,119138,1.342,0.108
Immortal Empire,2015,Free,70,/,RPG,118937,1.306,0.132
Red Stone Online,,Free,56,/,RPG,118937,5.258,0.084
Runespell: Overture,2011,$9.99,77,69,RPG,118736,4.138,2.078
Dead State,2014,$19.99,73,70,RPG,118132,27.132,6.324
Fallen Enchantress,2012,$9.99,64,78,RPG,117931,25.138,8.108
The Gate,2015,Free,65,/,RPG,117729,12.012,0.282
Wizardry 8,2013,$9.99,94,85,RPG,117327,17.114,1.252
Crimsonland,2014,$13.99,86,68,RPG,117126,7.33,6.048
Arx Fatalis,2007,$4.99,90,77,RPG,116924,3.048,0.126
Data Hacker: Reboot,2015,$4.99,64,/,RPG,116924,4.2459999999999996,3.186
Greed: Black Border,2010,$4.99,39,/,RPG,116522,2.084,0.186
Summoner,2014,$4.99,81,78,RPG,116321,4.21,0.216
Desktop Dungeons,2013,$14.99,91,82,RPG,115717,20.336,7.048
Disgaea PC,2016,$19.99,87,74,RPG,115516,22.174,3.312
How To Survive Third Person,2015,$9.99,55,/,RPG,114711,2.348,1.108
Alganon,2015,Free,36,/,RPG,114711,2.036,0.09
Divinity: Original Sin 2,2016,$44.99,95,/,RPG,114711,10.216,5.192
Squirbs,2016,$4.99,66,/,RPG,114510,3.252,3.054
SpellForce 2 - Demons of the Past,2014,$19.99,48,/,RPG,114308,9.18,2.348
Invasion: Brain Craving,2016,$0.99,44,/,RPG,113705,3.192,3.186
Sengoku,2011,$9.99,67,70,RPG,113101,4.264,1.228
Might & Magic Heroes VII,2015,$49.99,43,/,RPG,112296,54.294,20.0
GOD EATER 2 Rage Burst,2016,$49.99,83,/,RPG,112296,19.012,3.294
Shoot Many Robots,2012,$9.99,90,/,RPG,111692,8.006,4.258
Age of Wonders: Shadow Magic,,$9.99,87,82,RPG,110485,18.216,2.018
Rampage Knights,2015,$11.99,94,80,RPG,110485,12.096,6.084
Steam Marines,2014,$19.99,59,/,RPG,110485,2.132,0.216
Victim of Xen,2014,$3.99,61,/,RPG,110485,3.156,2.132
Grotesque Tactics 2 - Dungeons and Donuts,2011,$9.99,56,48,RPG,110082,4.15,0.216
FortressCraft Evolved,2015,$12.99,76,/,RPG,110082,26.024,2.162
Thea: The Awakening,2015,$19.99,90,73,RPG,109881,27.276,11.108
Spaceport Hope,2016,$1.99,82,/,RPG,109881,3.114,3.12
Demonicon,2013,$14.99,69,/,RPG,109478,9.186,4.162
Sherlock Holmes versus Jack the Ripper,2009,$9.99,79,73,RPG,109277,5.054,1.09
Inquisitor,,$9.99,69,64,RPG,109277,3.246,1.312
Allods Online My.com,2016,Free,62,/,RPG,109277,3.156,0.24599999999999997
Hard West,2015,$19.99,79,73,RPG,108673,7.318,3.354
PWI,2016,Free,48,/,RPG,108070,26.03,0.23399999999999999
Dig or Die,2015,$7.99,93,/,RPG,107667,8.036,2.348
Splatter - Blood Red Edition,2014,$4.99,90,/,RPG,107063,3.126,2.138
WASTED,2016,$12.99,82,68,RPG,106258,5.3,1.264
City of Chains,2015,$8.99,87,/,RPG,105453,4.216,4.018
Guns'N'Zombies,2014,$7.99,72,/,RPG,104850,2.24,1.102
Burgers,2015,$2.99,43,/,RPG,104246,4.3,3.354
Rising World,2014,$14.99,80,/,RPG,103642,13.33,3.306
The Banner Saga 2,2016,$19.99,91,82,RPG,103441,13.09,9.246
Biodrone Battle,2015,$1.99,62,/,RPG,103441,4.036,3.198
Avernum: Escape From the Pit,2012,$2.99,93,76,RPG,103038,23.198,3.12
Age of Wonders,,$5.99,86,/,RPG,102233,9.318,1.0
Silent Storm,2013,$9.99,92,83,RPG,101630,12.072,2.042
Shattered Planet,2014,$14.99,73,/,RPG,101227,5.048,2.108
The Bottom of the Well,2016,Free,86,/,RPG,101026,0.282,0.12
Road Redemption,2014,$19.99,84,/,RPG,100623,12.06,1.306
Geneforge 1,2001,$19.99,95,/,RPG,100020,7.21,0.282
Folk Tale,,$19.99,70,/,RPG,99818,6.216,2.318
Spell Fighter VR,2016,Free,74,/,RPG,99215,1.006,0.11399999999999999
Disciples III: Reincarnation,2014,$9.99,70,/,RPG,99215,44.024,10.288
Florensia,2016,Free,55,/,RPG,98410,2.258,0.10200000000000001
Delve Deeper,2010,$4.99,59,/,RPG,98209,3.306,2.138
Sherlock Holmes: Nemesis,2008,$9.99,78,71,RPG,96800,4.336,1.228
Loot Hero DX,2015,$2.99,67,/,RPG,96800,4.024,4.042
Citizens of Earth,2015,$14.99,89,66,RPG,96397,6.168,3.342
Wizardry 7: Crusaders of the Dark Savant,2013,$4.99,79,/,RPG,96196,4.3,0.138
Wizardry 6: Bane of the Cosmic Forge,2013,$4.99,75,/,RPG,96196,3.162,0.066
DeathSpank: Thongs Of Virtue,2010,$14.99,85,78,RPG,95391,8.15,4.144
Fearless Fantasy,2014,$6.99,84,/,RPG,94989,4.294,4.294
Miner Wars 2081,2012,$9.99,34,52,RPG,93982,3.024,0.27
Etherlords II,2014,$4.99,84,78,RPG,93177,5.27,1.324
The Yawhg,2014,$9.99,80,66,RPG,92372,2.27,1.1139999999999999
Epic Battle Fantasy 3,2016,Free,95,/,RPG,91567,4.036,0.11399999999999999
Shoppe Keep,2016,$9.99,80,/,RPG,90561,7.132,4.042
FATE,2013,$7.99,91,80,RPG,90360,10.246,2.276
FATE: Undiscovered Realms,2014,$7.99,78,/,RPG,90360,5.054,1.216
EvilMaze,2016,$1.99,77,/,RPG,90159,4.018,4.084
The Albino Hunter,2015,$4.99,74,/,RPG,89957,3.18,3.084
Abbot's Book Demo,2016,Free,93,/,RPG,89756,0.282,0.054
Drakensang,2009,$9.99,82,75,RPG,89354,13.0,1.252
Alien Shooter,2009,$4.99,88,/,RPG,89354,1.276,0.324
Half Minute Hero: The Second Coming,2014,$9.99,94,79,RPG,89152,6.21,2.054
Realms of Arkania: Blade of Destiny,2013,$14.99,53,/,RPG,88951,7.264,1.024
Metal Assault,2016,Free,57,/,RPG,88951,1.102,0.108
Lamia Must Die,2015,Free,63,/,RPG,88951,0.11399999999999999,0.048
Avernum 2: Crystal Souls,2015,$19.99,92,78,RPG,88750,22.042,1.006
Guild of Dungeoneering,2015,$14.99,75,72,RPG,88750,9.18,5.276
Gods and Idols,2016,Free,69,/,RPG,88347,2.252,0.066
Elemental Heroes,2016,Free,57,/,RPG,88347,3.282,0.144
FootLOL: Epic Fail League,2014,$4.99,86,/,RPG,87542,2.156,1.204
Tree of Life: Beginning of a Journey,2015,$19.99,78,/,RPG,86939,41.042,11.342
Nebula Online,2016,$3.34,38,/,RPG,86939,4.27,5.18
Star Wolves,2010,$3.99,80,/,RPG,86335,7.336,1.102
Arcanum,2016,$5.99,90,81,RPG,86134,9.258,0.306
FINAL FANTASY VI,2015,$15.99,79,/,RPG,86134,10.174,3.162
Last Word,2015,$9.99,87,67,RPG,85731,3.18,2.036
Galactic Junk League,2017,Free,75,/,RPG,85530,2.096,0.258
AKIBA'S TRIP: Undead & Undressed,2015,$29.99,87,/,RPG,85127,9.282,4.276
Paper Sorcerer,2014,$4.99,84,73,RPG,84926,5.132,1.222
Aveyond: Lord of Twilight,2014,$9.99,60,/,RPG,84926,3.282,0.312
Elven Legacy,2009,$4.99,69,71,RPG,84524,5.192,0.354
Quest of Dungeons,2014,$4.99,78,/,RPG,84524,3.27,2.102
Flight of the Paladin,2015,$1.99,56,/,RPG,84121,4.114,3.18
Bridge Constructor Playground,2014,$9.99,64,/,RPG,84121,1.3,0.198
Asteroid Bounty Hunter,2016,$2.99,59,/,RPG,83517,3.186,3.348
Costume Quest 2,2014,$14.99,87,68,RPG,83316,6.03,5.012
Fragmented,2016,$4.99,55,/,RPG,83115,5.078,1.096
Purgatory,2016,$0.99,67,/,RPG,82914,2.306,3.018
DARK,2013,$14.99,46,41,RPG,82511,5.216,1.192
99 Spirits,2013,$9.99,59,/,RPG,82511,5.03,2.306
Hyperdimension Neptunia U: Action Unleashed,2016,$29.99,94,/,RPG,82511,10.288,4.126
Akaneiro: Demon Hunters,2014,Free,35,53,RPG,81908,1.282,0.22799999999999998
Pixel Heroes: Byte & Magic,2015,$9.99,79,/,RPG,81908,4.342,3.048
Tap Heroes,2015,$2.99,65,/,RPG,81706,23.234,3.174
Rescue the Great Demon 2,2016,Free,78,/,RPG,81706,1.024,0.078
Magical Diary,2012,$14.99,89,/,RPG,80901,6.186,3.33
Khan: Absolute Power,2016,Free,48,/,RPG,80700,47.348,0.138
Landmark,2016,$9.99,34,/,RPG,79895,14.33,4.294
Neon Chrome,2016,$7.49,95,74,RPG,79493,11.12,2.306
Big Bang Empire,2016,Free,51,/,RPG,79291,18.282,0.21
Grind Zones,2016,$4.99,56,/,RPG,78889,3.144,3.24
Agarest Zero,2014,$19.99,77,/,RPG,78889,16.294,3.102
Who Is Mike,2015,Free,92,/,RPG,78486,0.222,0.15
The Huntsman: Winter's Curse,2016,Free,76,/,RPG,78486,1.0,0.222
Age of Wonders 2,,$9.99,75,86,RPG,77078,19.234,1.162
Loren The Amazon Princess,2014,$19.99,79,/,RPG,77078,8.198,2.252
Shadow Hunter,2015,Free,58,/,RPG,77078,0.138,0.042
Legends of Eisenwald,2015,$19.99,78,71,RPG,76876,16.036,5.018
Star Wolves 2,2010,$3.99,41,/,RPG,76474,11.192,0.348
Starward Rogue,2016,$11.99,97,/,RPG,76474,4.312,0.336
Badland Bandits,2015,Free,49,/,RPG,76273,0.27,0.096
Blood & Gold: Caribbean!,2015,$19.99,62,/,RPG,76071,11.252,2.252
The Incredible Adventures of Van Helsing III,2015,$14.99,57,64,RPG,75669,7.258,4.114
TinyKeep,2014,$9.99,70,/,RPG,75669,2.288,1.078
Alien Shooter 2 Conscription,2012,$9.99,82,/,RPG,75669,1.234,0.24599999999999997
Super Trench Attack!,2014,$4.99,92,/,RPG,75468,3.126,2.132
Halcyon 6: Starbase Commander,2016,$19.99,79,72,RPG,75266,11.018,5.12
LiEat,2016,$2.99,96,/,RPG,73858,3.138,2.066
A Wizard's Lizard,2014,$9.99,68,/,RPG,73858,4.0,1.12
See No Evil,2014,$4.99,77,/,RPG,73455,2.234,2.216
Gurumin: A Monstrous Adventure,2015,$9.99,93,/,RPG,73053,4.318,3.324
FINAL FANTASY IV: THE AFTER YEARS,2015,$15.99,62,/,RPG,72650,17.0,2.27
Space Hulk Ascension,2014,$29.99,73,72,RPG,72449,14.006,2.204
Savage: Resurrection,2016,Free,59,/,RPG,72449,4.258,3.0
Our Darker Purpose,2014,$14.99,81,74,RPG,71845,8.024,2.138
Sorcery! Parts 1 & 2,2016,$9.99,85,69,RPG,71845,3.3,1.12
Faery - Legends of Avalon,2014,$9.99,73,/,RPG,71443,3.246,2.054
Out of Reach,2015,$14.99,66,/,RPG,71241,10.006,3.204
CrossCode,2015,$19.99,98,/,RPG,70839,9.294,4.324
Vanishing Realms,2016,$19.99,95,/,RPG,70839,3.24,2.024
The Deed: Dynasty,2016,$2.99,86,/,RPG,70436,3.168,3.096
Vigil: Blood Bitterness,2007,Free,22,61,RPG,70034,0.066,0.024
Super Motherload,2014,$14.99,76,/,RPG,70034,5.276,3.024
Holy Avatar vs. Maidens of the Dead,2014,$9.99,58,/,RPG,69430,1.276,0.162
Heavenstrike Rivals™,2016,Free,48,/,RPG,68826,9.042,0.258
System Shock: Enhanced Edition,2015,$9.99,93,85,RPG,68424,3.06,1.186
GrandiaÂ® II Anniversary Edition,2015,$19.99,92,80,RPG,68223,14.018,5.0
Underrail,2015,$14.99,89,72,RPG,68223,23.288,3.138
Destiny of Ancient Kingdoms,2016,Free,55,/,RPG,68223,1.174,0.066
Sword of Asumi,2015,$8.99,77,/,RPG,68021,3.078,3.078
Windforge,2014,$9.99,68,53,RPG,67216,12.0,1.066
Atulos Online,2016,Free,67,/,RPG,67015,1.09,0.072
Exanima,2015,$14.99,84,/,RPG,66411,11.132,3.3
The Age of Decadence,2015,$29.99,84,81,RPG,66210,13.354,4.348
Salt,2014,$14.99,85,/,RPG,66210,6.354,1.3
Chaos Reborn,2015,$19.99,78,85,RPG,65405,9.192,3.036
You Must Build A Boat,2015,$4.99,83,71,RPG,64802,6.192,4.24
Blood Knights,2013,$9.99,60,/,RPG,64600,2.348,2.15
Diehard Dungeon,2014,$4.99,79,/,RPG,64600,2.174,1.312
Joe Dever's Lone Wolf HD Remastered,2014,$14.99,79,78,RPG,64399,6.048,4.114
Convoy,2015,$14.99,82,72,RPG,64198,6.21,3.108
Puzzle Quest 2,2010,$9.99,82,83,RPG,63795,34.204,15.318
Dark Scavenger,2014,$4.99,88,/,RPG,63795,3.336,1.288
Knights of Pen and Paper 2,2015,$7.99,84,/,RPG,63594,9.084,5.258
