Game,Release year,Price,Userscore,Metascore,Genre,Owners,Average playtime,Median playtime
Dwelvers,2014,$19.99,80,/,strategy,10652,8.054,2.084
Elminage Gothic,2014,$9.99,62,/,strategy,10652,6.168,3.216
Finders,2015,$5.99,77,/,strategy,10652,12.108,6.096
GhostControl Inc.,2014,$14.99,77,/,strategy,10455,3.024,1.342
The Counting Kingdom,2014,$6.99,96,/,strategy,10455,2.108,0.34199999999999997
Ancient Planet,2015,$4.99,81,/,strategy,10455,6.09,3.102
Idol Hands,2015,$4.99,44,/,strategy,10455,4.138,3.216
Undefeated,2015,$9.99,87,/,strategy,10258,6.006,3.288
MOAI: Build Your Dream,2015,$6.99,79,/,strategy,10258,9.102,5.03
Check vs. Mate,2012,$19.99,56,69,strategy,10060,3.162,1.186
Royal Heroes,2016,$4.99,74,/,strategy,10060,11.072,5.186
Aggression: Europe Under Fire,2014,$9.99,51,/,strategy,10060,12.3,0.336
Oil Enterprise,2016,$19.99,56,/,strategy,10060,8.282,5.12
UnReal World,2016,$10.99,96,/,strategy,10060,8.006,2.096
Hack RUN,2015,$4.99,85,/,strategy,10060,2.006,1.072
8-Bit Invaders!,2016,$14.99,87,/,strategy,10060,4.048,2.096
htoL#NiQ: The Firefly Diary,2016,$14.99,84,/,strategy,9863,4.096,2.33
Space Food Truck,2016,$19.99,72,/,strategy,9863,25.006,5.198
Mini Thief,2016,$1.99,84,/,strategy,9863,1.204,0.22799999999999998
Abalone,2014,$4.99,50,/,strategy,9863,4.078,4.162
We Are Legion,2015,$9.99,57,/,strategy,9863,3.324,3.234
Warlords Battlecry III,2016,$9.99,76,73,strategy,9666,16.114,7.048
Fortified,2016,$14.99,78,66,strategy,9666,7.228,2.18
Ascension,2014,$9.99,69,/,strategy,9666,23.27,7.054
Dungeon Dashers,2013,$9.99,49,/,strategy,9666,2.024,1.066
Polaris Sector,2016,$39.99,66,76,strategy,9469,30.318,20.186
Braveland Pirate,2015,$6.99,92,/,strategy,9469,5.21,3.348
Man O' War: Corsair,2016,$29.99,91,/,strategy,9469,6.306,2.288
Ceres,2015,$19.99,65,74,strategy,9271,8.108,6.168
Star Hammer: The Vanguard Prophecy,2015,$19.99,82,69,strategy,9271,11.066,2.306
Fort Meow,2015,$7.99,94,/,strategy,9271,2.204,2.2279999999999998
Starship Corporation,2016,$19.99,60,/,strategy,9271,10.246,3.066
Isomer,2014,$9.99,25,/,strategy,9074,3.258,7.33
Star Command Galaxies,2015,$14.99,65,/,strategy,9074,4.18,1.276
To End All Wars,2014,$39.99,70,71,strategy,8877,18.336,7.288
Idle Civilization,2015,$4.99,70,/,strategy,8877,59.15,10.27
Front Office Football Seven,2015,$18.99,84,/,strategy,8680,186.168,20.192
AntharioN,2015,$14.99,67,/,strategy,8680,7.348,2.24
It's A Wipe!,2014,$4.99,78,/,strategy,8680,4.216,2.114
Franchise Hockey Manager 2,2015,$19.99,66,79,strategy,8482,16.228,4.216
Sentinel 3: Homeworld,2014,$1.74,79,/,strategy,8482,6.252,2.252
Star Nomad 2,2015,$12.99,70,/,strategy,8482,12.096,2.006
Snooker Nation Championship,2016,$4.99,72,/,strategy,8482,12.354,1.324
ICY,2015,$12.99,71,56,strategy,8285,2.03,1.198
The Terminal 2,2014,$4.99,25,/,strategy,8285,3.006,1.246
Police Tactics: Imperio,2016,$19.99,65,/,strategy,8285,8.192,5.264
Criminal Girls: Invite Only,2017,$19.99,70,/,strategy,8285,7.294,3.336
EmergeNYC,2016,$34.99,89,/,strategy,8088,13.054,3.15
Stars in Shadow,2017,$18.74,81,/,strategy,8088,11.246,9.348
Royal Bounty HD,2015,$2.99,57,/,strategy,8088,4.006,4.228
Epic Manager,2016,$17.99,69,/,strategy,8088,6.108,5.078
Rugby Union Team Manager 2015,2014,$19.99,57,/,strategy,8088,28.114,5.294
Conquest of Elysium 4,2015,$24.99,93,/,strategy,7891,29.21,23.006
Commander : The Great War,2014,$29.99,76,/,strategy,7891,69.078,44.03
Kimulator : Fight for your destiny,2016,$1.99,55,/,strategy,7891,3.348,5.102
Black Closet,2015,$19.99,95,/,strategy,7891,4.294,4.234
Mechs & Mercs: Black Talons,2015,$9.99,44,/,strategy,7693,5.102,6.108
Earth Space Colonies,2016,$14.99,54,/,strategy,7693,3.342,2.306
Steel Armor - Blaze of War,2015,$29.99,82,70,strategy,7496,6.336,3.156
The Game of Life,2013,$9.99,32,/,strategy,7496,2.252,1.048
War of the Human Tanks - ALTeR,2015,$12.99,97,/,strategy,7496,17.024,31.048
Unclaimed World,2016,$18.99,68,/,strategy,7496,3.132,1.144
Thorne - Death Merchants,2016,$2.99,79,/,strategy,7299,2.078,2.204
Space Rogue,2016,$19.99,69,/,strategy,7101,7.138,6.084
Glittermitten Grove,2016,$19.99,90,/,strategy,7101,7.108,5.276
Pike and Shot: Campaigns,2015,$39.99,81,/,strategy,7101,30.348,11.15
LOKA - League of keepers Allysium,2016,$19.99,79,/,strategy,6904,1.156,0.144
Mold on Pizza Deluxe,2015,$9.99,85,/,strategy,6904,3.306,2.054
Front Page Sports Football,2014,$19.99,12,/,strategy,6904,0.23399999999999999,0.222
The Mims Beginning,2016,$19.99,77,/,strategy,6707,3.312,1.036
Guild Commander,2015,$4.99,48,/,strategy,6707,4.276,3.234
Rencounter,2016,$2.99,69,/,strategy,6707,2.138,2.024
SunAge: Battle for Elysium,2014,$14.99,70,/,strategy,6707,12.09,6.276
Bravada,2014,$9.99,84,70,strategy,6510,4.234,4.03
Battle Chess: Game of Kings,2015,$29.99,52,/,strategy,6510,3.348,3.162
Making History: The Calm and the Storm Gold Edition,2015,$4.99,85,/,strategy,6510,23.114,11.354
BattleLore: Command,2015,$6.99,71,/,strategy,6510,2.246,2.006
Power & Revolution,2016,$49.99,56,/,strategy,6510,42.156,28.288
Heroes of Normandie,2015,$29.99,73,65,strategy,6312,5.324,4.216
Nomad Fleet,2016,$9.99,68,/,strategy,6312,2.198,1.306
Yomi,2015,$14.99,88,/,strategy,6312,12.282,5.0
Gary Grigsby's War in the East,2015,$79.99,97,/,strategy,6312,85.06,35.33
Battle Academy 2: Eastern Front,2014,$39.99,92,78,strategy,6115,70.324,30.192
The Withering,2015,$9.99,70,/,strategy,6115,9.174,7.132
Forsaken Fortress Strategy,2015,$9.99,55,/,strategy,6115,1.222,0.306
RISK - The Game of Global Domination,2016,$6.99,38,/,strategy,6115,10.354,2.144
Scourge of War: Waterloo,2015,$49.99,77,/,strategy,6115,4.318,2.24
Bowl Bound College Football,2015,$19.99,58,80,strategy,5918,40.072,28.084
Fortify,2016,$4.99,71,/,strategy,5918,3.324,1.192
FreeCell Quest,2015,$9.99,84,/,strategy,5918,17.0,6.138
Game Tycoon 2,2016,$14.99,44,/,strategy,5918,5.036,2.336
Damned Nation Reborn,2015,$12.99,34,/,strategy,5918,1.0,1.216
Splendor,2015,$9.99,74,/,strategy,5721,93.162,31.084
Graviteam Tactics: Mius-Front,2016,$34.99,90,/,strategy,5721,15.03,2.318
"Warhammer 40,000: Sanctus Reach",2017,$29.99,87,/,strategy,5523,4.216,3.06
Solitairica,2016,$9.99,92,/,strategy,5523,9.342,10.078
Beyond Sol,2015,$10.99,84,83,strategy,5326,9.144,5.168
Sorcerer King - Rivals,2016,$29.99,67,/,strategy,5326,22.288,19.096
OBEY,2015,$14.99,92,/,strategy,5326,5.006,3.018
Dicetiny,2016,Free,67,/,strategy,5326,4.156,2.15
Champions of Anteria™,2016,$29.99,52,67,strategy,5129,6.006,1.246
Conflicks - Revolutionary Space Battles,2015,$6.99,64,63,strategy,5129,3.192,3.03
Jagged Alliance Online: Reloaded,2015,$9.99,56,/,strategy,5129,18.054,4.234
Flashpoint Campaigns: Red Storm,2014,$49.99,90,/,strategy,5129,29.168,11.336
Telepath Tactics,2015,$14.99,77,/,strategy,5129,5.138,3.216
The Seven Years War (1756-1763),2015,$19.99,68,/,strategy,4932,16.06,6.078
Falling Skies: The Game,2014,$2.99,40,/,strategy,4932,9.252,5.192
Eternal Destiny,2016,$9.99,86,/,strategy,4932,67.168,11.312
Fritz Chess 14,2014,$39.99,72,/,strategy,4932,26.222,9.258
Sairento VR,2016,$24.99,96,/,strategy,4932,3.036,2.132
Zombitatos the end of the Pc master race,2016,$0.91,65,/,strategy,4734,3.288,5.024
AuroraRL,2016,$1.69,85,/,strategy,4734,4.198,4.24
Farlight Explorers,2015,$14.99,65,/,strategy,4734,18.27,6.072
Townsmen,2016,$11.99,65,/,strategy,4734,7.006,5.024
Race To Mars,2014,$19.99,16,/,strategy,4734,1.222,1.072
Zavix Tower,2016,$14.99,79,/,strategy,4734,10.312,11.318
Servo,2015,Free,63,/,strategy,4537,4.078,2.288
Attack Heroes,2016,$9.99,70,/,strategy,4537,13.348,2.174
Immortal Defense,2015,$9.99,95,/,strategy,4537,4.27,3.06
Caravan,2016,$14.99,72,/,strategy,4537,5.264,6.288
Domino Sky,2016,$3.99,86,/,strategy,4340,2.354,2.18
Tomoyo After ~It's a Wonderful Life~ English Edition,2016,$19.99,98,/,strategy,4340,9.162,9.174
Eador. Imperium,2016,$19.99,73,/,strategy,4340,71.168,7.024
Children of a Dead Earth,2016,$24.99,90,/,strategy,4340,10.09,12.234
Just Deserts,2016,$9.99,88,/,strategy,4340,6.216,5.132
Trackday Manager,2016,$11.99,66,/,strategy,4340,20.078,8.27
So Many Me,2014,$14.99,92,78,strategy,4143,3.192,3.15
50 years,2016,$4.99,93,/,strategy,4143,2.3,2.258
Might & Magic ® Showdown,2017,$19.99,65,/,strategy,4143,1.3479999999999999,2.06
Gates of Horizon,2014,$9.99,66,/,strategy,4143,26.126,42.234
Dead Acres,2015,$4.99,89,/,strategy,4143,2.09,2.072
Hogs of War,2015,$4.99,75,/,strategy,4143,3.27,2.192
Defense Zone 2,2014,$4.99,85,/,strategy,4143,20.126,24.336
Pain Train,2017,$0.99,57,/,strategy,4143,1.342,2.15
Enemy,2015,$14.99,89,/,strategy,4143,4.192,4.132
Basketball Pro Management 2015,2014,$19.99,40,69,strategy,3945,6.168,7.3
Ant Queen,2016,$8.99,52,/,strategy,3945,11.306,3.078
Hieroglyphika,2016,$9.99,71,/,strategy,3945,7.2459999999999996,2.018
Alien Shooter TD,2017,$9.99,79,/,strategy,3945,5.09,4.12
Labyrinth,2016,$9.99,87,/,strategy,3945,2.294,2.336
Guards,2016,$3.99,94,49,strategy,3748,8.066,4.15
Pirate's Life,2015,$4.99,38,/,strategy,3748,2.114,1.258
March of Industry,2015,$9.99,36,/,strategy,3748,12.072,4.216
Afterlife Empire,2015,$4.99,57,/,strategy,3748,1.066,0.33
Crest,2015,$10.99,68,/,strategy,3748,2.048,1.306
Kitchen Simulator 2015,2015,$1.99,26,/,strategy,3748,3.216,5.084
The Cat Machine,2015,$9.99,92,/,strategy,3748,1.342,1.288
Kittypocalypse,2016,$14.99,94,/,strategy,3748,3.084,1.204
Castle Must Be Mine,2016,$11.99,/,/,strategy,3748,0.33,0.3
Cat Simulator,2016,$1.49,46,/,strategy,3748,0.34199999999999997,0.06
Sovereignty: Crown of Kings,2015,$24.99,76,/,strategy,3748,32.09,31.018
Void Destroyer 2,2016,$14.99,92,/,strategy,3551,8.222,2.084
Global Outbreak: Doomsday Edition,2014,$8.99,69,/,strategy,3551,2.216,2.186
Early Access : Fracture the Flag,2016,$4.99,77,/,strategy,3551,1.09,0.24
Unending Galaxy,2016,$9.99,66,/,strategy,3353,4.306,9.054
Aurora Dusk: Steam Age,2016,$9.99,85,/,strategy,3353,2.27,2.33
868-HACK,2015,$5.65,94,/,strategy,3353,3.138,2.096
Littlewitch Romanesque: Editio Regia,2015,$24.99,86,/,strategy,3156,25.12,45.132
Undead Overlord,2014,$14.99,33,/,strategy,3156,0.198,0.198
Dark Forester,2015,$8.99,64,/,strategy,3156,2.204,0.09
Rooster Teeth vs. Zombiens,2014,Free,65,/,strategy,3156,21.246,3.0
Moékuri: Adorable + Tactical SRPG,2016,$11.99,94,/,strategy,3156,4.036,3.06
Galaxy Reavers,2016,$4.99,70,/,strategy,3156,17.15,29.348
Little King's Story,2016,$24.99,68,64,strategy,2959,5.162,4.09
Blue Solar: Chaos War,2016,$3.99,89,/,strategy,2959,3.12,4.24
Warbands: Bushido,2016,$6.99,85,/,strategy,2959,6.24,6.15
Armor Clash,2015,$9.99,73,/,strategy,2762,0.348,0.354
Dungeon Manager ZV,2015,$9.99,62,/,strategy,2762,18.306,1.318
Badiya,2016,$19.99,67,/,strategy,2564,1.228,1.156
Radiant Defense,2014,$4.99,81,/,strategy,2564,9.222,13.162
Combat Air Patrol 2,2016,$29.99,62,/,strategy,2564,4.078,5.084
Fate Tectonics,2015,$1.99,84,/,strategy,2564,3.156,2.33
C-Wars,2015,$12.99,62,/,strategy,2564,0.18,0.132
The Storm Guard: Darkness is Coming,2016,$19.99,78,/,strategy,2564,9.192,9.216
Far Beyond: A space odyssey,2016,$15.99,84,/,strategy,2564,1.222,1.228
天使帝國四《Empire of Angels IV》,2016,$14.99,74,/,strategy,2367,7.342,9.288
Emerge: Cities of the Apocalypse,2016,$3.99,70,/,strategy,2367,17.066,42.036
Dawn of Andromeda,2016,$24.99,73,/,strategy,2367,0.3,0.276
Pure Chess,2016,$12.99,70,/,strategy,2367,11.054,19.054
Alien Robot Monsters,2015,$5.99,88,/,strategy,2170,12.048,18.012
Eclipse: New Dawn for the Galaxy,2016,$14.99,73,/,strategy,2170,18.282,21.0
Artillerists,2017,$3.99,79,/,strategy,1973,6.006,7.156
HACK_IT,2016,$4.99,21,/,strategy,1973,2.048,1.294
Sentry Knight Tactics,2016,$9.99,76,/,strategy,1775,4.06,8.096
INVERSUS,2016,$14.99,98,/,strategy,1775,1.09,1.036
reconquest,2016,$17.99,57,/,strategy,1578,1.12,2.096
Fast Action Hero,2016,$11.99,91,/,strategy,1578,0.264,1.006
Soviet City,2016,$11.99,75,/,strategy,1184,0.174,0.11399999999999999
Divided We Fall,2016,$12.99,72,/,strategy,1184,0.294,1.03
Low Magic Age,2017,$3.99,85,/,strategy,789,8.024,7.336
